Gene_Names,Gene_ID,Avg_Count
gamt,LL0000011133,2322
GAN,LL0000011134,1671
ganab,LL0000011135,1885
ganc,LL0000011136,251
gap43,LL0000011137,135
gapdh,LL0000011138,3982
gapdhs,LL0000011139,116026
gapvd1,LL0000011140,2170
gar1,LL0000011141,332
garem,LL0000011142,978
gareml,LL0000011143,0
GARNL3,LL0000011144,280
gars,LL0000011145,3357
gart,LL0000011146,855
gas1a,LL0000011147,2361
gas1b,LL0000011148,135
gas2a,LL0000011149,4
gas2b,LL0000011150,419
gas2l1,LL0000011151,679
gas2l2,LL0000011152,10
gas2l3,LL0000011153,300
gas5,LL0000011154,76
gas6,LL0000011155,5497
gas7a,LL0000011156,15
gas8,LL0000011157,120
gata1a,LL0000011158,0
gata1b,LL0000011159,0
gata2a,LL0000011160,183
gata2b,LL0000011161,7
gata3,LL0000011162,2473
gata4,LL0000011163,0
gata5,LL0000011164,34
gata6,LL0000011165,54
gatad1,LL0000011166,233
gatad2ab,LL0000011167,1792
gatad2b,LL0000011168,424
gatb,LL0000011169,207
gatc,LL0000011170,288
gatd1,LL0000011171,307
gatd3a,LL0000011172,236
gatm,LL0000011173,623
gb:ai877918,LL0000011174,222
gb:bc139872,LL0000011175,222
gb:co360592,LL0000011176,5
gb:cr929477,LL0000011177,233
gb:ee300746,LL0000011178,0
gb:eh456644,LL0000011179,5
gba,LL0000011180,346
gba2,LL0000011181,331
gba3,LL0000011182,8
gbe1a,LL0000011183,4
gbe1b,LL0000011184,312
gbf1,LL0000011185,474
GBGT1 (1 of many),LL0000011186,1
gbgt1l1,LL0000011187,14
gbgt1l2,LL0000011188,0
gbgt1l3,LL0000011189,168
gbgt1l4,LL0000011190,307
gbp,LL0000011191,755
gbp1,LL0000011192,59
gbp2,LL0000011193,66
gbp3,LL0000011194,831
gbp4,LL0000011195,222
gbx1,LL0000011196,0
gbx2,LL0000011197,381
gc,LL0000011198,17
gc2,LL0000011199,12
GCA,LL0000011200,9369
gcat,LL0000011201,967
gcc1,LL0000011202,592
gcdha,LL0000011203,479
gcdhb,LL0000011204,280
gcfc2,LL0000011205,188
gcga,LL0000011206,122
gcgb,LL0000011207,27
gcgra,LL0000011208,1565
gcgrb,LL0000011209,16
gch1,LL0000011210,32
gch2,LL0000011211,414
gchfr,LL0000011212,57
gck,LL0000011213,3
gckr,LL0000011214,0
gclc,LL0000011215,1214
gclm,LL0000011216,553
gcm2,LL0000011217,496
gcn1,LL0000011218,2367
gcna,LL0000011219,207
gcnt3,LL0000011220,23
gcnt4a,LL0000011221,787
gcnt4b,LL0000011222,0
gcnt7,LL0000011223,68
gcsha,LL0000011224,495
gcshb,LL0000011225,341
gda,LL0000011226,1
gdap1,LL0000011227,14
gdap1l1,LL0000011228,11
gdap2,LL0000011229,357
gde1,LL0000011230,83
gdf10a,LL0000011231,305
gdf10b,LL0000011232,43
gdf11,LL0000011233,19
gdf2,LL0000011234,0
gdf3,LL0000011235,10
gdf5,LL0000011236,200
gdf6a,LL0000011237,122
gdf6b,LL0000011238,1
gdf7,LL0000011239,0
gdf9,LL0000011240,0
gdi1,LL0000011241,1318
gdi2,LL0000011242,7826
gdnfa,LL0000011243,75
gdnfb,LL0000011244,1
gdpd1,LL0000011245,847
gdpd2,LL0000011246,5357
gdpd3a,LL0000011247,1391
gdpd3b,LL0000011248,17
gdpd4a,LL0000011249,169
gdpd4b,LL0000011250,31
gdpd5a,LL0000011251,338
gdpd5b,LL0000011252,1437
GDPGP1,LL0000011253,20
gem,LL0000011254,65
gemin2,LL0000011255,401
gemin4,LL0000011256,185
gemin5,LL0000011257,218
gemin6,LL0000011258,67
gemin7,LL0000011259,157
gemin8,LL0000011260,405
HTRA2 (1 of many),LL0000011261,0
get4,LL0000011262,1372
gfap,LL0000011263,65
gfer,LL0000011264,327
gfi1aa,LL0000011265,0
gfi1ab,LL0000011266,44
gfi1b,LL0000011267,31
gfm1,LL0000011268,619
gfm2,LL0000011269,383
GFOD1,LL0000011270,70
gfod2,LL0000011271,377
gfpt1,LL0000011272,372
gfpt2,LL0000011273,217
gfra1a,LL0000011274,105
gfra1b,LL0000011275,40
gfra2a,LL0000011276,3
gfra2b,LL0000011277,48
gfra3,LL0000011278,172
gfra4a,LL0000011279,30
gfra4b,LL0000011280,48
gfral,LL0000011281,127
gga1,LL0000011282,2187
ggact.1,LL0000011285,146
ggact.2,LL0000011286,131
ggact.3,LL0000011287,66
ggcta,LL0000011288,38
ggctb,LL0000011289,109
ggcx,LL0000011290,1730
ggh,LL0000011291,282
ggnbp2,LL0000011292,989
ggps1,LL0000011293,245
ggt1a,LL0000011294,0
ggt1b,LL0000011295,19
ggt1l2.1,LL0000011296,0
ggt1l2.2,LL0000011297,0
ggt5a,LL0000011298,152
GGT7,LL0000011299,349
gh1,LL0000011300,427
ghdc,LL0000011301,157
ghitm,LL0000011302,142
ghra,LL0000011303,5414
ghrb,LL0000011304,620
ghrh,LL0000011305,0
ghrhr2,LL0000011306,0
ghrhra,LL0000011307,6
ghrhrb,LL0000011308,4
ghrhrl,LL0000011309,0
ghrl,LL0000011310,1
ghsra,LL0000011311,0
ghsrb,LL0000011312,8
GID4,LL0000011313,336
gid8a,LL0000011314,244
gid8b,LL0000011315,893
gig2d,LL0000011316,0
gig2e,LL0000011317,0
gig2f,LL0000011318,0
gig2g,LL0000011319,4
gig2h,LL0000011320,0
gig2i,LL0000011321,0
gig2j,LL0000011322,0
gig2k,LL0000011323,0
gig2l,LL0000011324,0
gig2o,LL0000011325,12
gig2p,LL0000011326,2
gig2q,LL0000011327,0
gigyf1a,LL0000011328,2226
gigyf1b,LL0000011329,959
gigyf2,LL0000011330,1006
ginm1,LL0000011331,2777
gins1,LL0000011332,255
gins2,LL0000011333,195
gins3,LL0000011334,142
gins4,LL0000011335,147
gip,LL0000011336,0
gipc1,LL0000011337,59
gipc2,LL0000011338,1151
gipc3,LL0000011339,60
gipr,LL0000011340,9
git1,LL0000011341,1271
git2a,LL0000011342,328
git2b,LL0000011343,623
gja3,LL0000011344,1
gja5a,LL0000011345,1
gja5b,LL0000011346,3
gja8a,LL0000011347,29
gja8b,LL0000011348,0
gjd1a,LL0000011349,72
gjd2b,LL0000011350,11
GJD4,LL0000011351,0
GK3P,LL0000011352,295
gk5,LL0000011353,425
gkap1,LL0000011354,746
gkup,LL0000011355,352
gla,LL0000011356,146
glb1,LL0000011357,265
glb1l,LL0000011358,277
GLB1L2,LL0000011359,43
glcci1a,LL0000011360,361
glcea,LL0000011361,65
glceb,LL0000011362,1201
gldc,LL0000011363,323
gldn,LL0000011364,38
gle1,LL0000011365,255
glg1a,LL0000011366,10585
glg1b,LL0000011367,1646
gli1,LL0000011368,224
gli2a,LL0000011369,1332
gli2b,LL0000011370,1087
gli3,LL0000011371,444
glipr1a,LL0000011372,13
glipr1b,LL0000011373,2
glipr2,LL0000011374,771
glipr2l,LL0000011375,19
glis1a,LL0000011376,184
glis1b,LL0000011377,23
glis2a,LL0000011378,183
glis2b,LL0000011379,3016
glis3,LL0000011380,7
glmna,LL0000011381,584
glmnb,LL0000011382,78
glmp,LL0000011383,877
glo1,LL0000011384,3244
glod4,LL0000011385,738
glod5,LL0000011386,590
glra1,LL0000011387,60
glra2,LL0000011388,0
glra3,LL0000011389,34
glra4a,LL0000011390,76
glra4b,LL0000011391,45
glrba,LL0000011392,0
glrbb,LL0000011393,67
glrx,LL0000011394,1392
glrx2,LL0000011395,195
glrx3,LL0000011396,1327
glrx5,LL0000011397,1130
gls2a,LL0000011398,0
gls2b,LL0000011399,15
glsa,LL0000011400,213
glsb,LL0000011401,496
glsl,LL0000011402,591
glt1d1,LL0000011403,22
glt8d1,LL0000011404,1432
glt8d2,LL0000011405,14
gltpa,LL0000011406,730
gltpb,LL0000011407,1
gltpd2,LL0000011408,1
glud1a,LL0000011409,4493
glud1b,LL0000011410,10348
glula,LL0000011411,1885
glulb,LL0000011412,44957
glulc,LL0000011413,4
glyctk,LL0000011414,555
glyr1,LL0000011415,2192
gm2a,LL0000011416,574
gmcl1,LL0000011417,633
gmds,LL0000011418,658
gmeb1,LL0000011419,418
GMEB2,LL0000011420,376
gmfb,LL0000011421,9056
gmfg,LL0000011422,0
gmip,LL0000011423,121
gmnc,LL0000011424,3
gmnn,LL0000011425,111
gmppaa,LL0000011426,591
gmppab,LL0000011427,1112
gmppb,LL0000011428,2931
gmpr,LL0000011429,163
gmpr2,LL0000011430,558
gmps,LL0000011431,1271
gna11a,LL0000011432,435
gna11b,LL0000011433,1111
gna12a,LL0000011434,548
gna13a,LL0000011435,489
gna13b,LL0000011436,2459
gna14,LL0000011437,669
gna14a,LL0000011438,35
gna15.1,LL0000011439,991
gna15.3,LL0000011440,5
gna15.4,LL0000011441,0
gnai1,LL0000011442,7071
gnai2a,LL0000011443,5654
gnai2b,LL0000011444,3765
gnai3,LL0000011445,3494
gnaia,LL0000011446,2020
gnal,LL0000011447,330
gnal2,LL0000011448,359
gnao1a,LL0000011449,408
gnao1b,LL0000011450,694
gnaq,LL0000011451,26
gnas,LL0000011452,608
gnat1,LL0000011453,604
gnat2,LL0000011454,2549
gnav1,LL0000011455,288
GNAZ,LL0000011456,134
gnb1a,LL0000011457,7895
gnb1b,LL0000011458,10689
gnb1l,LL0000011459,30
gnb2,LL0000011460,325
gnb3a,LL0000011461,1335
gnb3b,LL0000011462,3437
GNB4,LL0000011463,409
gnb4b,LL0000011464,424
gnb5a,LL0000011465,82
gnb5b,LL0000011466,209
gne,LL0000011467,616
gng10,LL0000011468,36
gng12a,LL0000011469,780
gng13a,LL0000011470,77
gng13b,LL0000011471,475
gng2,LL0000011472,296
gng3,LL0000011473,216
GNG4,LL0000011474,4
gng5,LL0000011475,5298
gng7,LL0000011476,641
gng8,LL0000011477,0
gngt1,LL0000011478,155
gngt2a,LL0000011479,1240
gngt2b,LL0000011480,2210
gnl1,LL0000011481,465
gnl2,LL0000011482,1177
gnl3,LL0000011483,888
gnl3l,LL0000011484,422
gnmt,LL0000011485,656
gnpat,LL0000011486,297
gnpda1,LL0000011487,402
gnpda2,LL0000011488,227
gnpnat1,LL0000011489,1823
gnptab,LL0000011490,777
gnptg,LL0000011491,437
gnrh2,LL0000011492,0
gnrh3,LL0000011493,0
gnrhr1,LL0000011494,1
gnrhr2,LL0000011495,0
gnrhr3,LL0000011496,0
gnrhr4,LL0000011497,0
gnsa,LL0000011498,788
gnsb,LL0000011499,178
golga1,LL0000011500,923
golga2,LL0000011501,1447
golga3,LL0000011502,1056
golga4,LL0000011503,1662
golga5,LL0000011504,1213
golga7,LL0000011505,2554
golga7ba,LL0000011506,155
golga7bb,LL0000011507,3
golgb1,LL0000011508,2057
golim4b,LL0000011510,95
golph3,LL0000011511,1398
golph3l,LL0000011512,388
golt1a,LL0000011513,2
golt1ba,LL0000011514,172
golt1bb,LL0000011515,732
gon4l,LL0000011516,615
gopc,LL0000011517,428
gorab,LL0000011518,357
gorasp1a,LL0000011519,322
gorasp1b,LL0000011520,0
gorasp2,LL0000011521,2871
gosr1,LL0000011522,1007
gosr2,LL0000011523,1098
got1,LL0000011524,586
got1l1,LL0000011525,0
got2a,LL0000011526,507
got2b,LL0000011527,2255
gp1bb,LL0000011528,31
gp9,LL0000011529,0
gpa33a,LL0000011530,16827
gpa33b,LL0000011531,41
gpaa1,LL0000011532,457
gpalpp1,LL0000011533,431
gpam,LL0000011534,265
gpank1,LL0000011535,255
gpat2,LL0000011536,3
gpat3,LL0000011537,1519
gpat4,LL0000011538,762
gpatch1,LL0000011539,692
gpatch11,LL0000011540,329
GPATCH2,LL0000011541,797
gpatch3,LL0000011542,973
gpatch4,LL0000011543,145
gpatch8,LL0000011544,2663
gpbar1,LL0000011545,0
gpbp1l1,LL0000011546,2149
gpc1a,LL0000011547,873
gpc1b,LL0000011548,2027
gpc2,LL0000011549,73
gpc3,LL0000011550,0
gpc4,LL0000011551,5364
gpc5a,LL0000011552,1853
gpc5b,LL0000011553,41
gpc5c,LL0000011554,38
gpc6a,LL0000011555,57
gpc6b,LL0000011556,0
gpcpd1,LL0000011557,207
gpd1a,LL0000011558,229
gpd1b,LL0000011559,247
gpd1c,LL0000011560,9247
gpd1l,LL0000011561,187
gpd2,LL0000011562,781
gper1,LL0000011563,0
gpha2,LL0000011564,0
gphb5,LL0000011565,2
gphna,LL0000011566,597
gphnb,LL0000011567,62
gpia,LL0000011568,5890
gpib,LL0000011569,172
gpkow,LL0000011570,577
gpm6aa,LL0000011571,1027
gpm6ab,LL0000011572,1316
gpm6ba,LL0000011573,126
gpm6bb,LL0000011574,260
gpn1,LL0000011575,506
gpn2,LL0000011576,547
gpn3,LL0000011577,282
gpnmb,LL0000011578,186
gpr1,LL0000011579,0
gpr101,LL0000011580,8
gpr107,LL0000011581,1292
gpr108,LL0000011582,1172
gpr12,LL0000011583,60
gpr132a,LL0000011584,8
gpr132b,LL0000011585,19
gpr135,LL0000011586,14
gpr137,LL0000011587,166
gpr137ba,LL0000011588,25
gpr137bb,LL0000011589,25
gpr137c,LL0000011590,276
GPR139,LL0000011591,0
gpr141,LL0000011592,8
gpr142,LL0000011593,0
gpr143,LL0000011594,29
gpr146,LL0000011595,561
GPR151,LL0000011596,20
gpr153,LL0000011597,3
gpr155a,LL0000011598,908
gpr155b,LL0000011599,18
gpr156,LL0000011600,15
gpr157,LL0000011601,216
gpr158a,LL0000011602,18
gpr158b,LL0000011603,27
gpr160,LL0000011604,65
gpr161,LL0000011605,87
gpr17,LL0000011606,25
gpr171,LL0000011607,1
gpr173,LL0000011608,29
gpr174,LL0000011609,0
gpr176,LL0000011610,12
gpr18,LL0000011611,0
GPR180,LL0000011612,237
gpr182,LL0000011613,43
gpr183a,LL0000011614,8
gpr183b,LL0000011615,6
gpr184,LL0000011616,1
gpr185a,LL0000011617,10
gpr185b,LL0000011618,31
gpr186,LL0000011619,53
gpr19,LL0000011620,137
gpr20,LL0000011621,0
gpr22a,LL0000011622,31
gpr22b,LL0000011623,10
gpr25,LL0000011624,0
gpr26,LL0000011625,1
gpr27,LL0000011626,74
gpr31,LL0000011627,3227
gpr34a,LL0000011628,1
gpr34b,LL0000011629,1
gpr34l,LL0000011630,0
gpr35.1,LL0000011631,13
gpr35.2,LL0000011632,4
gpr37a,LL0000011633,74
gpr37b,LL0000011634,444
gpr37l1a,LL0000011635,43
gpr37l1b,LL0000011636,68
gpr39,LL0000011637,32
gpr4,LL0000011638,40
GPR45,LL0000011639,0
gpr52,LL0000011640,40
gpr55a,LL0000011641,6
gpr6,LL0000011642,0
gpr61,LL0000011643,81
gpr61l,LL0000011644,84
GPR62 (1 of many),LL0000011645,0
gpr63,LL0000011646,203
gpr65,LL0000011647,0
GPR68,LL0000011648,0
gpr75,LL0000011649,128
gpr78a,LL0000011650,1
gpr78b,LL0000011651,0
GPR83,LL0000011652,0
gpr84,LL0000011653,3200
gpr85,LL0000011654,79
gpr88,LL0000011655,17
GPR89B,LL0000011656,56
gprc5ba,LL0000011657,79
gprc5bb,LL0000011658,0
gprc5c,LL0000011659,204
gprc6a,LL0000011660,68
gprin1,LL0000011661,0
gps1,LL0000011662,1798
gps2,LL0000011663,620
gpsm1a,LL0000011664,59
gpsm1b,LL0000011665,187
gpsm2,LL0000011666,2528
gpsm2l,LL0000011667,189
gpt2,LL0000011668,1122
gpt2l,LL0000011669,2804
gpx1a,LL0000011670,1032
gpx1b,LL0000011671,99
gpx2,LL0000011672,11
gpx3,LL0000011673,13
gpx4a,LL0000011674,454
gpx4b,LL0000011675,8283
gpx7,LL0000011676,806
gpx8,LL0000011677,242
gpx9,LL0000011678,1
gra,LL0000011679,1
gramd1a,LL0000011680,1163
gramd1ba,LL0000011681,683
gramd1bb,LL0000011682,71
gramd1c,LL0000011683,195
gramd2aa,LL0000011684,90
gramd2b,LL0000011685,7
gramd4a,LL0000011686,0
gramd4b,LL0000011687,424
grap2a,LL0000011688,8
grap2b,LL0000011689,42
grapa,LL0000011690,49
grapb,LL0000011691,1
grasp,LL0000011692,289
grb10a,LL0000011693,1522
grb10b,LL0000011694,398
GRB14,LL0000011695,6
grb2a,LL0000011696,138
grb2b,LL0000011697,1204
grb7,LL0000011698,486
grcc10,LL0000011699,462
greb1,LL0000011700,263
greb1l,LL0000011701,103
grem1a,LL0000011702,17
grem1b,LL0000011703,6
grem2a,LL0000011704,16
grem2b,LL0000011705,80
grhl1,LL0000011706,461
grhl2a,LL0000011707,211
grhl2b,LL0000011708,762
grhl3,LL0000011709,333
grhpra,LL0000011710,367
grhprb,LL0000011711,45
gria1a,LL0000011712,32
gria1b,LL0000011713,52
gria2a,LL0000011714,137
gria2b,LL0000011715,18
gria3a,LL0000011716,9
gria3b,LL0000011717,31
gria4a,LL0000011718,5
gria4b,LL0000011719,163
grid1a,LL0000011720,9
grid1b,LL0000011721,5
grid2,LL0000011722,30
grid2ipa,LL0000011723,0
grid2ipb,LL0000011724,66
grifin,LL0000011725,0
grik1a,LL0000011726,63
grik1b,LL0000011727,49
GRIK2,LL0000011728,8
grik4,LL0000011729,124
grik5,LL0000011730,54
grin1a,LL0000011731,27
grin1b,LL0000011732,384
grin2aa,LL0000011733,0
grin2ab,LL0000011734,34
GRIN2B,LL0000011735,11
grin2bb,LL0000011736,27
grin2ca,LL0000011737,29
grin2cb,LL0000011738,80
grin2da,LL0000011739,33
grin2db,LL0000011740,3
grin3a,LL0000011741,20
grin3ba,LL0000011742,113
grin3bb,LL0000011743,57
grinaa,LL0000011744,284
grinab,LL0000011745,5767
grip1,LL0000011746,2357
grip2a,LL0000011747,7
grip2b,LL0000011748,1
gripap1,LL0000011749,416
grk1a,LL0000011750,47
grk1b,LL0000011751,294
grk3,LL0000011752,443
grk4,LL0000011753,1292
grk5,LL0000011754,6
grk5l,LL0000011755,224
grk6,LL0000011756,351
grk7a,LL0000011757,664
grk7b,LL0000011758,14
grm1a,LL0000011759,28
grm1b,LL0000011760,0
grm2a,LL0000011761,52
grm2b,LL0000011762,117
grm3,LL0000011763,36
grm4,LL0000011764,72
grm5a,LL0000011765,0
grm5b,LL0000011766,0
grm6a,LL0000011767,2
grm6b,LL0000011768,109
GRM7,LL0000011769,766
grm8a,LL0000011770,35
grm8b,LL0000011771,9
grn1,LL0000011772,5
grn2,LL0000011773,0
grna,LL0000011774,10
grnas,LL0000011775,0
grnb,LL0000011776,1098
grp,LL0000011777,184
grpel1,LL0000011778,657
grpel2,LL0000011779,1404
grpr,LL0000011780,3
grsf1,LL0000011781,308
grtp1a,LL0000011782,657
grtp1b,LL0000011783,68
grwd1,LL0000011784,246
grxcr2,LL0000011787,0
gsap,LL0000011788,341
gsc,LL0000011789,81
gsdf,LL0000011790,315
gsdmea,LL0000011791,24
gsdmeb,LL0000011792,246
gse1,LL0000011793,1780
gsg1l,LL0000011794,118
gsg1l2a,LL0000011795,20
gsg1l2b,LL0000011796,19
gsk3aa,LL0000011797,556
gsk3ab,LL0000011798,4173
gsk3b,LL0000011799,2721
gskip,LL0000011800,1110
gsna,LL0000011801,8730
gsnb,LL0000011802,23963
gspt1,LL0000011803,704
gspt1l,LL0000011804,3526
gsr,LL0000011805,830
gss,LL0000011806,430
gsta.1,LL0000011807,3617
gsta.2,LL0000011808,198
gstcd,LL0000011809,352
gstk1,LL0000011810,1811
gstk2,LL0000011811,0
gstk4,LL0000011812,1
gstm.1,LL0000011813,984
gstm.2,LL0000011814,346
gstm.3,LL0000011815,5330
gsto1,LL0000011816,72
gsto2,LL0000011817,5989
gstp1,LL0000011818,14386
gstp2,LL0000011819,254
gstr,LL0000011820,3711
gstt1a,LL0000011821,1713
gstt1b,LL0000011822,3124
gstt2,LL0000011823,116
gstz1,LL0000011824,660
gsx1,LL0000011825,33
gsx2,LL0000011826,10
gtdc1,LL0000011827,169
gtf2a1,LL0000011828,1549
gtf2a1l,LL0000011829,166
gtf2a2,LL0000011830,679
gtf2b,LL0000011831,897
gtf2e1,LL0000011832,455
gtf2e2,LL0000011833,1314
gtf2f1,LL0000011834,1095
gtf2f2a,LL0000011835,1223
gtf2f2b,LL0000011836,0
gtf2h1,LL0000011837,171
gtf2h2,LL0000011838,347
gtf2h3,LL0000011839,414
gtf2h4,LL0000011840,785
gtf2h5,LL0000011841,447
gtf2ird1,LL0000011842,313
gtf3aa,LL0000011843,280
gtf3ab,LL0000011844,0
gtf3c2,LL0000011845,263
gtf3c3,LL0000011846,513
gtf3c4,LL0000011847,277
gtf3c5,LL0000011848,367
gtf3c6,LL0000011849,42
gtpbp1,LL0000011850,1185
gtpbp10,LL0000011851,242
gtpbp1l,LL0000011852,611
gtpbp2b,LL0000011853,198
gtpbp3,LL0000011854,31
gtpbp4,LL0000011855,4503
gtpbp6,LL0000011856,196
GTPBP8,LL0000011857,93
gtse1,LL0000011858,948
guca1a,LL0000011859,0
guca1b,LL0000011860,11
guca1c,LL0000011861,27
guca1d,LL0000011862,8
guca1e,LL0000011863,6
guca1g,LL0000011864,42
guca2b,LL0000011865,1
gucd1,LL0000011866,705
gucy1a1,LL0000011867,43
GUCY1A2,LL0000011868,17
gucy1b1,LL0000011869,75
gucy1b2,LL0000011870,0
gucy2c,LL0000011871,17
gucy2d,LL0000011872,438
gucy2f,LL0000011873,23
gucy2g,LL0000011874,0
guf1,LL0000011875,354
guk1a,LL0000011876,555
guk1b,LL0000011877,398
gulp1a,LL0000011878,104
gulp1b,LL0000011879,11
gusb,LL0000011880,3300
gxylt1a,LL0000011881,14
gxylt1b,LL0000011882,280
gxylt2,LL0000011883,257
gyg1a,LL0000011884,446
gyg1b,LL0000011885,133
gyg2,LL0000011886,1
gypc,LL0000011887,71
gys1,LL0000011888,467
gys2,LL0000011889,27
gzm3,LL0000011890,0
gzm3.2,LL0000011891,0
gzm3.3,LL0000011892,2
gzm3.4,LL0000011893,2
gzma,LL0000011894,0
gzmk,LL0000011895,0
h1f0,LL0000011896,6104
h1fx,LL0000011897,3845
h1m,LL0000011898,0
h2af1al,LL0000011899,8
h2afva,LL0000011900,1194
h2afvb,LL0000011901,4678
h2afx,LL0000011902,553
h2afx1,LL0000011903,10886
h2afy,LL0000011904,403
h2afy2,LL0000011905,4280
h3f3c,LL0000011907,42938
h3f3d,LL0000011908,9175
h6pd,LL0000011909,453
haao,LL0000011910,98
habp2,LL0000011911,4
hacd1,LL0000011912,140
hacd2,LL0000011913,1120
hacd3,LL0000011914,970
HACD4,LL0000011915,749
hace1,LL0000011916,875
hacl1,LL0000011917,823
hadh,LL0000011918,2131
hadhaa,LL0000011919,1239
hadhab,LL0000011920,1403
hadhb,LL0000011921,3003
hagh,LL0000011922,445
hal,LL0000011923,71
hamp,LL0000011924,18
hand2,LL0000011925,199
hao1,LL0000011926,1
hao2,LL0000011927,3
hapln1a,LL0000011928,3375
hapln1b,LL0000011929,42
hapln2,LL0000011930,9
hapln3,LL0000011931,2759
hapln4,LL0000011932,0
harbi1,LL0000011933,369
hars,LL0000011934,1937
has1,LL0000011935,21
has2,LL0000011936,56
has3,LL0000011937,147
hat1,LL0000011938,1198
haus1,LL0000011939,160
haus3,LL0000011940,180
haus4,LL0000011941,285
haus5,LL0000011942,206
haus6,LL0000011943,657
haus7,LL0000011944,484
havcr1,LL0000011945,31
havcr2,LL0000011946,3
hax1,LL0000011947,567
hbaa1,LL0000011948,0
hbaa2,LL0000011949,0
hbae1.1,LL0000011950,1220
hbae1.3,LL0000011951,458
hbae3,LL0000011952,855
hbae5,LL0000011953,3
hbba1,LL0000011954,0
hbba2,LL0000011955,0
hbbe1.1,LL0000011956,526
hbbe2,LL0000011957,147
hbbe3,LL0000011958,2
hbegfa,LL0000011959,9591
hbegfb,LL0000011960,21
hbl1,LL0000011961,392
hbl2,LL0000011962,43
hbl4,LL0000011963,6
hbp1,LL0000011964,2578
hbs1l,LL0000011965,2158
hbxb,LL0000011966,15
hcar1-2,LL0000011967,0
hcar1-3,LL0000011968,7
hcar1-4,LL0000011969,2542
hccsa.1,LL0000011970,300
hccsa.2,LL0000011971,0
hccsb,LL0000011972,823
hcfc1a,LL0000011973,2150
hcfc1b,LL0000011974,2889
hcfc2,LL0000011975,322
hck,LL0000011976,18
hcls1,LL0000011977,8832
hcn1,LL0000011978,64
hcn2b,LL0000011979,104
hcn3,LL0000011980,14
hcn4,LL0000011981,20
hcn4l,LL0000011982,0
hcn5,LL0000011983,30
hcrt,LL0000011984,3
hcrtr2,LL0000011985,6
hcst,LL0000011986,12
hdac1,LL0000011987,9407
hdac10,LL0000011988,577
hdac11,LL0000011989,61
hdac12,LL0000011990,141
hdac3,LL0000011991,867
hdac4,LL0000011992,880
hdac5,LL0000011993,839
hdac6,LL0000011994,748
hdac7a,LL0000011995,216
hdac7b,LL0000011996,0
hdac8,LL0000011997,1252
hdac9b,LL0000011998,101
hdc,LL0000011999,9
hddc2,LL0000012000,316
hddc3,LL0000012001,503
hdgfl2,LL0000012002,781
hdhd2,LL0000012003,472
hdhd3,LL0000012004,59
hdhd5,LL0000012005,42
hdlbpa,LL0000012006,101171
hdlbpb,LL0000012007,955
hdr,LL0000012008,1
hdx,LL0000012009,159
he1.1,LL0000012010,9
he1.2,LL0000012011,5
he1.3,LL0000012012,0
he1.1,LL0000012013,0
heatr1,LL0000012014,670
heatr3,LL0000012015,555
heatr5a,LL0000012016,1010
heatr5b,LL0000012017,469
heatr6,LL0000012018,890
hebp2,LL0000012019,1771
heca,LL0000012020,511
hectd1,LL0000012021,3964
hectd2,LL0000012022,74
hectd3,LL0000012023,2836
HECTD4,LL0000012024,635
hecw1b,LL0000012025,70
hecw2a,LL0000012026,92
hecw2b,LL0000012027,55
heg1,LL0000012028,7
helb,LL0000012029,325
hells,LL0000012030,646
helq,LL0000012031,70
helt,LL0000012032,0
helz,LL0000012033,2739
helz2,LL0000012034,5
hemgn,LL0000012035,13
hemk1,LL0000012036,140
henmt1,LL0000012037,57
hepacam2,LL0000012038,85
hepacama,LL0000012039,39
hephl1a,LL0000012040,34
hephl1b,LL0000012041,42
her1,LL0000012042,0
her11,LL0000012043,0
her12,LL0000012044,52
her13,LL0000012045,34
her15.1,LL0000012046,1107
her2,LL0000012047,122
her3,LL0000012048,0
her4.1,LL0000012049,124
her4.2,LL0000012050,576
her4.3,LL0000012051,36
her4.4,LL0000012052,214
her5,LL0000012053,0
her6,LL0000012054,4980
her7,LL0000012055,15
her8.2,LL0000012056,1
her8a,LL0000012057,31
her9,LL0000012058,28126
herc1,LL0000012059,2491
herc2,LL0000012060,1096
herc3,LL0000012061,930
herc4,LL0000012062,19
herc7,LL0000012063,6
herpud1,LL0000012064,1764
herpud2,LL0000012065,1837
hes2.1,LL0000012066,1
hes2.2,LL0000012067,133
hes6,LL0000012068,228
hesx1,LL0000012069,17
hexa,LL0000012070,281
hexb,LL0000012071,1787
hexdc,LL0000012072,184
hexim1,LL0000012073,4148
hey1,LL0000012074,2423
hey2,LL0000012075,76
heyl,LL0000012076,8
hfm1,LL0000012077,30
hgd,LL0000012078,351
hgfa,LL0000012079,4
hgfb,LL0000012080,3
hgh1,LL0000012081,150
hgs,LL0000012082,2355
hgsnat,LL0000012083,528
hhat,LL0000012084,186
hhatla,LL0000012085,486
hhatlb,LL0000012086,125
hhex,LL0000012087,1
hhip,LL0000012088,380
hhipl1,LL0000012089,95
hhipl2,LL0000012090,2514
hhla1,LL0000012091,18
hhla2a.1,LL0000012092,6914
hhla2a.2,LL0000012093,499
hhla2b.1,LL0000012094,25
hhla2b.2,LL0000012095,49
hiat1a,LL0000012096,775
hiat1b,LL0000012097,1726
hibadha,LL0000012098,261
hibadhb,LL0000012099,1939
hibch,LL0000012100,486
hic1,LL0000012101,159
hic1l,LL0000012102,1260
hic2,LL0000012103,4685
hid1a,LL0000012104,36
hid1b,LL0000012105,34
