Gene_Names,Gene_ID,Avg_Count
pax1b,LL0000021318,26
pax2a,LL0000021319,62
pax2b,LL0000021320,35
pax3a,LL0000021321,0
pax3b,LL0000021322,4
pax4,LL0000021323,4
pax5,LL0000021324,5
pax6a,LL0000021325,285
pax6b,LL0000021326,242
pax7a,LL0000021327,114
pax7b,LL0000021328,134
pax8,LL0000021329,24
pax9,LL0000021330,157
PAXBP1,LL0000021331,1440
paxip1,LL0000021332,583
paxx,LL0000021333,102
pbdc1,LL0000021334,992
pbk,LL0000021335,831
pbld,LL0000021336,36
pbld2,LL0000021337,45
pbldp,LL0000021338,9
pbrm1,LL0000021339,104
pbrm1l,LL0000021340,2231
pbx1a,LL0000021341,424
pbx1b,LL0000021342,55
pbx2,LL0000021343,2267
pbx3a,LL0000021344,15
pbx3b,LL0000021345,556
pbx4,LL0000021346,3506
pbxip1a,LL0000021347,780
pbxip1b,LL0000021348,680
pcbd1,LL0000021349,411
pcbp2,LL0000021350,4644
pcbp3,LL0000021351,418
pcbp4,LL0000021352,189
pcca,LL0000021353,1498
pccb,LL0000021354,1548
pcdh10a,LL0000021355,589
pcdh10b,LL0000021356,559
pcdh11,LL0000021357,574
pcdh12,LL0000021358,318
pcdh15a,LL0000021359,27
pcdh15b,LL0000021360,330
pcdh17,LL0000021361,504
pcdh18a,LL0000021362,340
pcdh18b,LL0000021363,958
pcdh19,LL0000021364,355
pcdh1a,LL0000021365,83
pcdh1a3,LL0000021366,38
pcdh1a4,LL0000021367,69
pcdh1b,LL0000021368,2002
pcdh1g1,LL0000021369,12
pcdh1g11,LL0000021370,37
pcdh1g13,LL0000021371,92
pcdh1g14,LL0000021372,29
pcdh1g18,LL0000021373,81
pcdh1g2,LL0000021374,69
pcdh1g22,LL0000021375,105
pcdh1g26,LL0000021376,147
pcdh1g29,LL0000021377,178
pcdh1g3,LL0000021378,36
pcdh1g30,LL0000021379,149
pcdh1g31,LL0000021380,124
pcdh1g32,LL0000021381,0
pcdh1g33,LL0000021382,72
pcdh1g9,LL0000021383,144
pcdh1gb2,LL0000021384,36
pcdh1gb9,LL0000021385,35
pcdh1gc5,LL0000021386,258
pcdh1gc6,LL0000021387,282
pcdh2aa1,LL0000021389,0
pcdh2aa15,LL0000021390,33
pcdh2ab1,LL0000021391,29
pcdh2ab10,LL0000021392,16
pcdh2ab11,LL0000021393,152
pcdh2ab12,LL0000021394,40
pcdh2ab2,LL0000021395,28
pcdh2ab3,LL0000021396,23
pcdh2ab5,LL0000021397,69
pcdh2ab6,LL0000021398,17
pcdh2ab7,LL0000021399,55
pcdh2ab9,LL0000021400,19
pcdh2ac,LL0000021401,42
pcdh2g1,LL0000021402,7
pcdh2g10,LL0000021403,9
pcdh2g12,LL0000021404,21
pcdh2g13,LL0000021405,1
pcdh2g16,LL0000021406,15
pcdh2g17,LL0000021407,632
pcdh2g2,LL0000021408,17
pcdh2g3,LL0000021409,3
pcdh2g5,LL0000021410,3
pcdh2g6,LL0000021411,23
pcdh2g7,LL0000021412,39
pcdh2g8,LL0000021413,21
pcdh2g9,LL0000021414,28
pcdh7a,LL0000021415,1525
pcdh7b,LL0000021416,1671
pcdh8,LL0000021418,276
pcdh9,LL0000021419,53
pcdhb,LL0000021420,0
pcf11,LL0000021421,4403
pcgf1,LL0000021422,88
pcgf3,LL0000021423,6
pcgf5a,LL0000021424,34
pcgf5b,LL0000021425,24
pcgf6,LL0000021426,192
pcid2,LL0000021427,644
pcif1,LL0000021428,94
pck1,LL0000021429,34
pck2,LL0000021430,679
pclaf,LL0000021431,1
pcloa,LL0000021432,403
pclob,LL0000021433,212
pcm1,LL0000021434,1368
pcmt,LL0000021435,628
pcmtd1,LL0000021436,550
pcmtd2,LL0000021437,160
PCMTD2 (1 of many),LL0000021438,116
pcmtl,LL0000021439,265
pcna,LL0000021440,8387
pcnp,LL0000021441,361
pcnt,LL0000021442,1924
pcnx1,LL0000021443,1018
pcnx2,LL0000021444,60
pcnx3,LL0000021445,720
pcnx4,LL0000021446,397
pcolce2a,LL0000021447,18
pcolce2b,LL0000021448,778
pcolcea,LL0000021449,1887
pcolceb,LL0000021450,51
PCP4,LL0000021451,1
pcp4a,LL0000021452,18
pcp4l1,LL0000021453,140
pcsk1,LL0000021454,43
pcsk1nl,LL0000021455,107
pcsk2,LL0000021456,21
pcsk5a,LL0000021457,31
pcsk5b,LL0000021458,819
pcsk6,LL0000021459,967
pcsk7,LL0000021460,1472
pcsk9,LL0000021461,3
pctp,LL0000021462,569
pcxa,LL0000021463,3563
pcxb,LL0000021464,185
pcyox1,LL0000021465,647
pcyox1l,LL0000021466,46
pcyt1aa,LL0000021467,131
pcyt1ab,LL0000021468,500
pcyt1ba,LL0000021469,8
pcyt1bb,LL0000021470,0
pcyt2,LL0000021471,2106
pdap1a,LL0000021472,1319
pdap1b,LL0000021473,439
pdca,LL0000021474,36
pdcb,LL0000021475,583
pdcd10a,LL0000021476,1132
pdcd10b,LL0000021477,1038
pdcd11,LL0000021478,1584
pdcd2,LL0000021479,55
pdcd2l,LL0000021480,170
pdcd4a,LL0000021481,5209
pdcd4b,LL0000021482,997
pdcd5,LL0000021483,1416
pdcd6,LL0000021484,3346
pdcd6ip,LL0000021485,5164
pdcd7,LL0000021486,141
pdcl,LL0000021487,964
PDCL3,LL0000021488,327
pde10a,LL0000021489,68
pde11a,LL0000021490,2
pde11al,LL0000021491,4
pde12,LL0000021492,223
pde1a,LL0000021493,35
pde3a,LL0000021494,282
PDE3B,LL0000021495,444
pde4a,LL0000021496,17
pde4ba,LL0000021497,5219
pde4bb,LL0000021498,20
pde4ca,LL0000021499,97
pde4cb,LL0000021500,1632
pde4d,LL0000021501,157
pde5aa,LL0000021502,40
pde5ab,LL0000021503,27
pde6a,LL0000021504,27
pde6b,LL0000021505,1
pde6c,LL0000021506,945
pde6d,LL0000021507,124
pde6ga,LL0000021508,6
pde6gb,LL0000021509,221
pde6h,LL0000021510,217
pde6ha,LL0000021511,618
pde7a,LL0000021512,1441
pde8a,LL0000021513,166
pde8b,LL0000021514,58
pde9a,LL0000021515,33
pde9al,LL0000021516,5
pdf,LL0000021517,139
pdgfaa,LL0000021518,947
pdgfab,LL0000021519,617
pdgfba,LL0000021520,838
pdgfbb,LL0000021521,26
pdgfc,LL0000021522,1839
pdgfd,LL0000021523,788
pdgfra,LL0000021524,770
pdgfrb,LL0000021525,223
pdgfrl,LL0000021526,301
pdha1a,LL0000021527,4116
pdha1b,LL0000021528,40
pdhb,LL0000021529,5213
pdhx,LL0000021530,1052
pdia2,LL0000021531,38
pdia3,LL0000021532,6240
pdia4,LL0000021533,3309
pdia5,LL0000021534,2368
pdia6,LL0000021535,3935
pdik1l,LL0000021536,144
pdk1,LL0000021537,762
pdk2a,LL0000021538,2993
pdk2b,LL0000021539,687
pdk3a,LL0000021540,113
pdk3b,LL0000021541,1
pdk4,LL0000021542,586
pdlim1,LL0000021543,17076
pdlim2,LL0000021544,3750
pdlim3a,LL0000021545,0
pdlim3b,LL0000021546,8
pdlim4,LL0000021547,1293
pdlim5a,LL0000021548,29
pdlim5b,LL0000021549,2180
pdlim7,LL0000021550,559
pdp1,LL0000021551,426
pdp2,LL0000021552,118
pdpk1a,LL0000021553,270
pdpk1b,LL0000021554,3229
PDPR,LL0000021555,2899
pdrg1,LL0000021556,104
pds5a,LL0000021557,2630
pds5b,LL0000021558,1818
pdss1,LL0000021559,246
pdss2,LL0000021560,203
pdx1,LL0000021561,47
pdxdc1,LL0000021562,636
pdxka,LL0000021563,254
pdxkb,LL0000021564,188
pdxp,LL0000021565,315
pdyn,LL0000021566,0
pdzd11,LL0000021567,691
pdzd2,LL0000021568,260
pdzd3a,LL0000021569,56
pdzd3b,LL0000021570,10
PDZD4,LL0000021571,37
pdzd7a,LL0000021572,2
pdzd8,LL0000021573,745
pdzk1,LL0000021574,36
pdzk1ip1,LL0000021575,34
pdzph1,LL0000021576,94
pdzrn3a,LL0000021577,130
pdzrn3b,LL0000021578,1514
pdzrn4,LL0000021579,202
pea15,LL0000021580,7
peak1,LL0000021581,795
peak3,LL0000021582,6
pear1,LL0000021583,153
pebp1,LL0000021584,49
PEBP4,LL0000021585,0
pecam1,LL0000021586,39
pecr,LL0000021587,205
pef1,LL0000021588,1627
peli1a,LL0000021589,22
peli1b,LL0000021590,1003
peli2,LL0000021591,198
peli3,LL0000021592,363
pelo,LL0000021593,734
pelp1,LL0000021594,1957
pemt,LL0000021595,50
penka,LL0000021596,64
penkb,LL0000021597,35
pepd,LL0000021598,2110
per1a,LL0000021599,36
per1b,LL0000021600,225
per2,LL0000021601,7343
per3,LL0000021602,197
perp,LL0000021603,23548
pes,LL0000021604,827
pet100,LL0000021605,74
pet117,LL0000021606,13
pex1,LL0000021607,320
pex10,LL0000021608,131
pex11a,LL0000021609,130
pex11b,LL0000021610,216
pex11g,LL0000021611,32
pex12,LL0000021612,57
pex13,LL0000021613,484
pex14,LL0000021614,481
pex16,LL0000021615,410
pex19,LL0000021616,1257
pex2,LL0000021617,184
pex26,LL0000021618,475
pex3,LL0000021619,365
pex5,LL0000021620,504
pex5la,LL0000021621,66
pex5lb,LL0000021622,20
pex6,LL0000021623,145
pex7,LL0000021624,463
pfas,LL0000021625,648
pfdn1,LL0000021626,712
pfdn2,LL0000021627,940
pfdn4,LL0000021628,699
pfdn5,LL0000021629,870
pfdn6,LL0000021630,561
pfkfb1,LL0000021631,119
pfkfb2a,LL0000021632,212
pfkfb2b,LL0000021633,36
pfkfb3,LL0000021634,1445
pfkfb4a,LL0000021635,345
pfkfb4b,LL0000021636,4879
pfkla,LL0000021637,2412
pfklb,LL0000021638,1366
pfkma,LL0000021639,431
pfkmb,LL0000021640,122
pfkpa,LL0000021641,550
pfkpb,LL0000021642,147
pfn1,LL0000021643,305922
pfn2,LL0000021644,7586
pfn2l,LL0000021645,2237
pgam1a,LL0000021646,330
pgam1b,LL0000021647,131
pgam2,LL0000021648,851
pgam5,LL0000021649,815
pgap1,LL0000021650,513
pgap2,LL0000021651,226
pgap3,LL0000021652,37
pgbd4,LL0000021653,108
pgbd5,LL0000021654,45
pgd,LL0000021655,2283
pgfb,LL0000021656,7
pgghg,LL0000021657,311
pggt1b,LL0000021658,890
pgk1,LL0000021659,3174
pgls,LL0000021660,173
pglyrp2,LL0000021661,0
pglyrp5,LL0000021662,298
pglyrp6,LL0000021663,18
pgm1,LL0000021664,2613
pgm2,LL0000021665,533
pgm2l1,LL0000021666,321
pgm3,LL0000021667,323
pgm5,LL0000021668,100
pgp,LL0000021669,428
pgpep1,LL0000021670,309
pgpep1l,LL0000021671,4
pgr,LL0000021672,2
pgrmc1,LL0000021673,1196
pgrmc2,LL0000021674,2347
pgs1,LL0000021675,300
phactr1,LL0000021676,86
phactr2,LL0000021677,288
phactr3a,LL0000021678,71
phactr3b,LL0000021679,48
phactr4a,LL0000021680,2294
phactr4b,LL0000021681,182
phax,LL0000021682,621
phb,LL0000021683,1919
phb2a,LL0000021684,990
phb2b,LL0000021685,747
phc1,LL0000021686,420
phc2a,LL0000021687,3056
phc2b,LL0000021688,481
phc3,LL0000021689,39
phex,LL0000021690,265
phf1,LL0000021691,0
phf10,LL0000021692,553
phf11,LL0000021693,3
phf12a,LL0000021694,1071
phf12b,LL0000021695,554
phf13,LL0000021696,138
phf14,LL0000021697,524
phf19,LL0000021698,155
phf2,LL0000021699,1332
phf20a,LL0000021700,236
phf20b,LL0000021701,633
phf20l1,LL0000021702,779
phf21aa,LL0000021703,189
phf21ab,LL0000021704,676
PHF21B,LL0000021705,34
phf23a,LL0000021706,546
phf23b,LL0000021707,236
phf24,LL0000021708,46
phf3,LL0000021709,948
phf5a,LL0000021710,198
phf6,LL0000021711,392
phf8,LL0000021712,1272
phgdh,LL0000021713,3774
phip,LL0000021714,839
phka1b,LL0000021715,6
phka2,LL0000021716,378
phkb,LL0000021717,1300
phkg1a,LL0000021718,108
phkg1b,LL0000021719,99
phkg2,LL0000021720,884
phlda1,LL0000021721,113
phlda2,LL0000021722,12333
phlda3,LL0000021723,509
phldb1a,LL0000021724,1677
phldb1b,LL0000021725,2804
phldb2a,LL0000021726,183
phldb2b,LL0000021727,3724
phlpp1,LL0000021728,654
phlpp2,LL0000021729,38
pho,LL0000021730,354
phospho1,LL0000021731,36
phospho2,LL0000021732,23
phox2a,LL0000021733,55
phox2ba,LL0000021734,0
phox2bb,LL0000021735,40
phpt1,LL0000021736,238
phrf1,LL0000021737,1471
phtf2,LL0000021738,334
phyh,LL0000021739,1112
phyhd1,LL0000021740,528
phyhip,LL0000021741,2
phyhipla,LL0000021742,113
phyhiplb,LL0000021743,117
phykpl,LL0000021744,242
pi15a,LL0000021745,106
pi15b,LL0000021746,6
pi4k2a,LL0000021747,559
pi4k2b,LL0000021748,508
pi4kaa,LL0000021749,701
pi4kab,LL0000021750,14
pi4kb,LL0000021751,947
pias1a,LL0000021752,86
pias1b,LL0000021753,597
pias2,LL0000021754,1290
pias4a,LL0000021755,1388
pias4b,LL0000021756,90
pibf1,LL0000021757,390
picalma,LL0000021758,1731
picalmb,LL0000021759,1216
pick1,LL0000021760,174
pid1,LL0000021761,524
pidd1,LL0000021762,87
piezo1,LL0000021763,2361
piezo2a.2,LL0000021764,878
pif1,LL0000021765,430
piga,LL0000021766,294
pigb,LL0000021767,528
pigbos1,LL0000021768,167
pigc,LL0000021769,186
pigf,LL0000021770,584
PIGG,LL0000021771,397
pigh,LL0000021772,129
pigk,LL0000021773,295
pigl,LL0000021774,157
pigm,LL0000021775,258
pign,LL0000021776,254
pigo,LL0000021777,477
pigp,LL0000021778,274
pigq,LL0000021779,442
pigr,LL0000021780,67
pigrl2.3,LL0000021781,1
pigrl3.5,LL0000021782,0
pigrl4.2,LL0000021783,0
pigs,LL0000021784,556
pigt,LL0000021785,712
pigu,LL0000021786,195
pigv,LL0000021787,305
pigw,LL0000021788,90
pigx,LL0000021789,311
pih1d1,LL0000021790,136
pih1d2,LL0000021791,7
pih1d3,LL0000021792,12
pik3ap1,LL0000021793,549
pik3c2a,LL0000021794,2172
pik3c2b,LL0000021795,769
pik3c2g,LL0000021796,34
pik3c3,LL0000021797,724
pik3ca,LL0000021798,848
pik3cb,LL0000021799,3562
pik3cd,LL0000021800,41
pik3cg,LL0000021801,225
pik3ip1,LL0000021802,620
pik3r1,LL0000021803,5349
pik3r2,LL0000021804,2765
pik3r3a,LL0000021805,6100
pik3r3b,LL0000021806,877
pik3r4,LL0000021807,905
pik3r5,LL0000021808,35
pik3r6a,LL0000021809,0
pik3r6b,LL0000021810,0
pikfyve,LL0000021811,919
pim1,LL0000021812,34449
pim2,LL0000021813,16084
pim3,LL0000021814,3128
pimr100,LL0000021815,1
pimr101,LL0000021816,0
pimr105,LL0000021817,0
pimr106,LL0000021818,1
pimr109,LL0000021819,0
pimr110,LL0000021820,0
pimr111,LL0000021821,0
pimr112,LL0000021822,0
pimr113,LL0000021823,0
pimr117,LL0000021824,0
pimr118,LL0000021825,0
pimr119,LL0000021826,0
pimr12,LL0000021827,0
pimr120,LL0000021828,0
pimr123,LL0000021829,1
pimr124,LL0000021830,0
pimr125,LL0000021831,2
pimr126,LL0000021832,0
pimr127,LL0000021833,0
pimr128,LL0000021834,13
pimr129,LL0000021835,4
pimr13,LL0000021836,0
pimr130,LL0000021837,14
pimr131,LL0000021838,0
pimr132,LL0000021839,1
pimr133,LL0000021840,2
pimr134,LL0000021841,1
pimr135,LL0000021842,0
pimr136,LL0000021843,6
pimr137,LL0000021844,1
pimr138,LL0000021845,5
pimr14,LL0000021846,0
pimr140,LL0000021847,16
pimr141,LL0000021848,41
pimr142,LL0000021849,0
pimr143,LL0000021850,0
pimr144,LL0000021851,0
pimr145,LL0000021852,1
pimr146,LL0000021853,0
pimr147,LL0000021854,0
pimr148,LL0000021855,12
pimr149,LL0000021856,0
pimr150,LL0000021857,4
pimr153,LL0000021859,0
pimr155,LL0000021860,0
pimr156,LL0000021861,0
pimr160,LL0000021862,0
pimr161,LL0000021863,2
pimr163,LL0000021864,1
pimr168,LL0000021865,0
pimr169,LL0000021866,0
pimr170,LL0000021867,0
pimr171,LL0000021868,0
pimr172,LL0000021869,0
pimr173,LL0000021870,0
pimr174,LL0000021871,0
pimr175,LL0000021872,0
pimr176,LL0000021873,0
pimr177,LL0000021874,1
pimr178,LL0000021875,8
pimr179,LL0000021876,0
pimr180,LL0000021877,0
pimr181,LL0000021878,0
pimr182,LL0000021879,1
pimr183,LL0000021880,1
pimr184,LL0000021881,6
pimr185,LL0000021882,0
pimr186,LL0000021883,39
pimr187,LL0000021884,5
pimr188,LL0000021885,9
pimr189,LL0000021886,13
pimr190,LL0000021887,0
pimr191,LL0000021888,13
pimr192,LL0000021889,0
pimr193,LL0000021890,0
pimr194,LL0000021891,0
pimr195,LL0000021892,0
pimr196,LL0000021893,1
pimr197,LL0000021894,0
pimr199,LL0000021896,0
pimr200,LL0000021897,0
pimr201,LL0000021898,0
pimr202,LL0000021899,0
pimr203,LL0000021900,0
pimr204,LL0000021901,0
pimr206,LL0000021903,1
pimr207,LL0000021904,0
pimr208,LL0000021905,3
pimr209,LL0000021906,12
pimr21,LL0000021907,0
pimr212,LL0000021908,0
pimr213,LL0000021909,1
pimr214,LL0000021910,0
pimr22,LL0000021911,0
pimr23,LL0000021912,0
pimr24,LL0000021913,0
pimr26,LL0000021914,0
pimr27,LL0000021915,0
pimr28,LL0000021916,0
pimr29,LL0000021917,0
pimr3,LL0000021918,0
pimr30,LL0000021919,0
pimr40,LL0000021920,0
pimr44,LL0000021921,0
pimr46,LL0000021922,0
pimr47,LL0000021923,0
pimr48,LL0000021924,0
pimr49,LL0000021925,0
pimr50,LL0000021926,0
pimr51,LL0000021927,0
pimr52,LL0000021928,0
pimr53,LL0000021929,0
pimr54,LL0000021930,0
pimr55,LL0000021931,6
pimr56,LL0000021932,0
pimr57,LL0000021933,0
pimr58,LL0000021934,5
pimr59,LL0000021935,0
pimr60,LL0000021936,0
pimr61,LL0000021937,4
pimr62,LL0000021938,4
pimr63,LL0000021939,0
pimr64,LL0000021940,4
pimr65,LL0000021941,1
pimr66,LL0000021942,5
pimr67,LL0000021943,1
pimr68,LL0000021944,36
pimr69,LL0000021945,0
pimr70,LL0000021946,4
pimr71,LL0000021947,0
pimr72,LL0000021948,0
pimr73,LL0000021949,1
pimr74,LL0000021950,1
pimr75,LL0000021951,0
pimr76,LL0000021952,0
pimr77,LL0000021953,0
pimr78,LL0000021954,0
pimr79,LL0000021955,0
pimr80,LL0000021956,0
pimr81,LL0000021957,0
pimr82,LL0000021958,2
pimr83,LL0000021959,0
pimr84,LL0000021960,0
pimr85,LL0000021961,0
pimr87,LL0000021962,0
pimr88,LL0000021963,0
pimr89,LL0000021964,0
pimr90,LL0000021965,0
pimr92,LL0000021966,0
pimr93,LL0000021967,20
pimr94,LL0000021968,5
pimr95,LL0000021969,0
pimr97,LL0000021970,0
pimr99,LL0000021972,0
pin1,LL0000021973,1575
pin4,LL0000021974,279
pink1,LL0000021975,285
pinx1,LL0000021976,508
pip4k2aa,LL0000021977,921
pip4k2ab,LL0000021978,37
pip4k2ca,LL0000021979,2629
pip4k2cb,LL0000021980,0
pip4p1a,LL0000021981,116
pip4p1b,LL0000021982,86
pip4p2,LL0000021983,577
pip5k1aa,LL0000021984,1477
pip5k1ab,LL0000021985,516
pip5k1ba,LL0000021986,53
pip5k1bb,LL0000021987,124
pip5k1ca,LL0000021988,127
pip5k1cb,LL0000021989,117
pip5kl1,LL0000021990,18
pipox,LL0000021991,1046
pir,LL0000021992,904
pisd,LL0000021993,163
pithd1,LL0000021994,28
pitpnaa,LL0000021995,2975
pitpnab,LL0000021996,185
pitpnb,LL0000021997,507
pitpnbl,LL0000021998,2005
PITPNC1,LL0000021999,13
pitpnc1b,LL0000022000,4315
PITPNM2,LL0000022001,405
pitpnm3,LL0000022002,899
pitrm1,LL0000022003,1112
pitx1,LL0000022004,182
pitx2,LL0000022005,160
pitx3,LL0000022006,134
piwil1,LL0000022007,66
piwil2,LL0000022008,1
pja2,LL0000022009,980
pjvk,LL0000022010,10
pkd1a,LL0000022011,142
pkd1b,LL0000022012,42
pkd1l1,LL0000022013,0
pkd1l2a,LL0000022014,6
pkd1l2b,LL0000022015,5
pkd1l3,LL0000022016,18
pkd2,LL0000022017,232
pkd2l1,LL0000022018,22
pkdc,LL0000022019,17
pkdcca,LL0000022020,215
pkdccb,LL0000022021,130
pkhd1l1,LL0000022022,38
pkib,LL0000022023,40
pkig,LL0000022024,260
pklr,LL0000022025,103
pkma,LL0000022026,8934
pkmb,LL0000022027,1321
pkmyt1,LL0000022028,476
pkn1a,LL0000022029,390
pkn1b,LL0000022030,20
pkn3,LL0000022033,403
pknox1.1,LL0000022034,601
pknox1.2,LL0000022035,438
pknox2,LL0000022036,305
pkp1a,LL0000022037,636
pkp1a,LL0000022038,57
pkp1b,LL0000022039,252
pkp2,LL0000022040,1202
pkp3a,LL0000022041,23247
pkp3b,LL0000022042,381
pkp4,LL0000022043,1733
pku300,LL0000022044,0
pkz,LL0000022045,5
pla1a,LL0000022046,41
pla2g12a,LL0000022047,245
pla2g12b,LL0000022048,17
pla2g15,LL0000022049,1335
pla2g1b,LL0000022050,1
pla2g3,LL0000022051,1
pla2g4aa,LL0000022052,2055
pla2g4ab,LL0000022053,10
pla2g4f.1,LL0000022054,145
pla2g4f.2,LL0000022055,0
pla2g6,LL0000022056,765
pla2g7,LL0000022057,1328
pla2r1,LL0000022058,770
plaa,LL0000022059,1332
plac8.1,LL0000022060,66
plac8.2,LL0000022061,0
plac8l1,LL0000022062,8
plag1,LL0000022063,240
plagl2,LL0000022064,292
plagx,LL0000022065,1304
plat,LL0000022066,380
plaua,LL0000022067,17
plaub,LL0000022068,309
plbd1,LL0000022069,337
PLBD2,LL0000022070,2442
plcb3,LL0000022071,1399
plcd1a,LL0000022074,4254
plcd1b,LL0000022075,7583
plcd3a,LL0000022076,175
plcd3b,LL0000022077,66
plcd4a,LL0000022078,0
plcd4b,LL0000022079,374
plce1,LL0000022080,143
plcg1,LL0000022081,1552
plcg2,LL0000022082,53
plch1,LL0000022083,32
plch2a,LL0000022084,637
plch2b,LL0000022085,101
plcl1,LL0000022086,291
plcl2,LL0000022087,438
plcxd1,LL0000022088,11
plcxd2,LL0000022089,42
plcxd3,LL0000022090,24
pld1a,LL0000022091,929
pld1b,LL0000022092,333
pld2,LL0000022093,214
pld3,LL0000022094,464
pld6,LL0000022095,4
pleca,LL0000022096,48508
plecb,LL0000022097,47612
plek,LL0000022098,27
plek2,LL0000022099,13455
plekha1a,LL0000022100,3474
plekha1b,LL0000022101,1561
plekha3,LL0000022102,286
plekha5,LL0000022103,1454
plekha6,LL0000022104,7627
plekha7a,LL0000022105,82
plekha7b,LL0000022106,63
plekha8,LL0000022107,258
PLEKHB1,LL0000022108,22
plekhb2,LL0000022109,351
plekhd1,LL0000022110,11
plekhf1,LL0000022111,297
plekhf2,LL0000022112,1626
plekhg2,LL0000022113,532
plekhg4,LL0000022114,5179
plekhg5a,LL0000022115,179
plekhg5b,LL0000022116,4512
plekhg6,LL0000022117,17
plekhg7,LL0000022118,115
plekhh1,LL0000022119,334
plekhh2,LL0000022120,111
PLEKHH3,LL0000022121,373
plekhj1,LL0000022122,333
plekhm1,LL0000022123,167
plekhm2,LL0000022124,524
plekhm3,LL0000022125,187
plekhn1,LL0000022126,1241
plekho1a,LL0000022127,72
plekho1b,LL0000022128,213
plekho2,LL0000022129,77
plekhs1,LL0000022130,12
plg,LL0000022131,16
plgrkt,LL0000022132,396
plin1,LL0000022133,2
plin2,LL0000022134,1283
plin6,LL0000022135,14
plk1,LL0000022136,5495
plk2a,LL0000022137,6175
plk2b,LL0000022138,482
plk3,LL0000022139,4451
plk4,LL0000022140,445
pllp,LL0000022141,39
pln,LL0000022142,1
plod1a,LL0000022143,3758
plod2,LL0000022144,289
plod3,LL0000022145,6999
plp1a,LL0000022146,87
plp1b,LL0000022147,24
plp2,LL0000022148,1036
plpbp,LL0000022149,434
plpp1a,LL0000022150,613
plpp2a,LL0000022151,940
plpp2b,LL0000022152,1107
plpp3,LL0000022153,157
plpp4,LL0000022154,0
plpp5,LL0000022155,882
plpp6,LL0000022156,33
plpp7,LL0000022157,106
PLPP7 (1 of many),LL0000022158,3
plppr1,LL0000022159,74
plppr2a,LL0000022160,40
plppr2b,LL0000022161,2
plppr3a,LL0000022162,287
plppr3b,LL0000022163,2
plppr4a,LL0000022164,31
plppr4b,LL0000022165,15
plppr5a,LL0000022166,184
plppr5b,LL0000022167,95
plrdgb,LL0000022168,1
plrg1,LL0000022169,1612
pls1,LL0000022170,38
pls3,LL0000022171,40682
plscr3a,LL0000022172,12
plscr3b,LL0000022173,13388
pltp,LL0000022174,183
plvapa,LL0000022175,7
plvapb,LL0000022176,87
plxdc1,LL0000022177,1
plxdc2,LL0000022178,2612
plxna1a,LL0000022179,1127
plxna2,LL0000022180,259
plxna3,LL0000022181,660
plxna4,LL0000022182,949
plxnb1a,LL0000022183,322
plxnb1b,LL0000022184,800
plxnb2a,LL0000022185,3194
plxnb2b,LL0000022186,328
plxnb3,LL0000022187,565
plxnc1,LL0000022188,75
plxnd1,LL0000022189,33
pm20d1.1,LL0000022190,13
pm20d1.2,LL0000022191,95
pmaip1,LL0000022192,6265
pmch,LL0000022193,0
pmchl,LL0000022194,3
pmela,LL0000022195,194
pmelb,LL0000022196,75
pmepa1,LL0000022197,852
pmfbp1,LL0000022198,37
pmm1,LL0000022199,0
pmm2,LL0000022200,515
pmp22a,LL0000022201,3258
pmp22b,LL0000022202,1967
pmpca,LL0000022203,917
pmpcb,LL0000022204,1139
pms1,LL0000022205,198
pms2,LL0000022206,134
pmt,LL0000022207,145
pmvk,LL0000022208,78
pnck,LL0000022209,0
pnisr,LL0000022210,865
pnkd,LL0000022211,613
pnkp,LL0000022212,254
pnn,LL0000022213,1315
pno1,LL0000022214,741
pnoca,LL0000022215,21
pnocb,LL0000022216,9
pnp4a,LL0000022217,64
pnp4b,LL0000022218,0
pnp5a,LL0000022219,47516
pnp5b,LL0000022220,137
pnp6,LL0000022221,46
pnpla2,LL0000022222,99
pnpla3,LL0000022223,594
pnpla4,LL0000022224,84
pnpla6,LL0000022225,462
pnpla7a,LL0000022226,2297
pnpla7b,LL0000022227,658
pnpla8,LL0000022228,354
pnpo,LL0000022229,203
pnrc1,LL0000022231,10
pnrc2,LL0000022232,156363
pnx,LL0000022233,0
poc1a,LL0000022234,44
poc1b,LL0000022235,563
poc1bl,LL0000022236,180
poc5,LL0000022237,186
podn,LL0000022238,0
podxl,LL0000022239,75
pof1b,LL0000022240,8236
pofut1,LL0000022241,551
pofut2,LL0000022242,459
poglut1,LL0000022243,434
pogza,LL0000022244,343
pogzb,LL0000022245,304
pola1,LL0000022246,893
pola2,LL0000022247,446
polb,LL0000022248,476
pold1,LL0000022249,1330
pold2,LL0000022250,327
pold3,LL0000022251,576
poldip2,LL0000022252,973
poldip3,LL0000022253,516
pole,LL0000022254,706
pole2,LL0000022255,193
pole3,LL0000022256,309
pole4,LL0000022257,224
polg,LL0000022258,398
polg2,LL0000022259,227
polh,LL0000022260,249
poli,LL0000022261,205
polk,LL0000022262,23
poll,LL0000022263,312
polm,LL0000022264,27
poln,LL0000022265,0
polq,LL0000022266,122
polr1a,LL0000022267,694
polr1b,LL0000022268,247
polr1c,LL0000022269,230
polr1d,LL0000022270,52
polr1e,LL0000022271,350
polr2a,LL0000022272,2408
polr2b,LL0000022273,3385
polr2c,LL0000022274,1130
polr2d,LL0000022275,892
POLR2E (1 of many),LL0000022276,0
polr2eb,LL0000022277,1154
polr2f,LL0000022278,446
polr2gl,LL0000022279,654
