Gene_Names,Gene_ID,Avg_Count
CABZ01061495.1,LL0000004258,94
CABZ01061498.1,LL0000004259,0
CABZ01061501.1,LL0000004260,0
CABZ01061508.1,LL0000004261,3
CABZ01061524.1,LL0000004262,359
CABZ01061591.1,LL0000004263,328
CABZ01061894.1,LL0000004264,418
CABZ01062422.1,LL0000004265,2
CABZ01062796.1,LL0000004266,28
CABZ01062797.1,LL0000004267,36
CABZ01062996.1,LL0000004268,0
CABZ01063034.1,LL0000004269,0
CABZ01063203.1,LL0000004270,0
CABZ01063298.1,LL0000004271,282
CABZ01063543.1,LL0000004272,0
CABZ01063556.1,LL0000004273,186
CABZ01063602.1,LL0000004274,1078
CABZ01063651.1,LL0000004275,0
CABZ01063971.1,LL0000004276,0
CABZ01064248.1,LL0000004277,1
CABZ01064405.1,LL0000004278,0
CABZ01064408.1,LL0000004279,0
CABZ01064441.1,LL0000004280,90
CABZ01064472.1,LL0000004281,9
CABZ01064670.1,LL0000004282,774
CABZ01064671.1,LL0000004283,0
CABZ01064771.1,LL0000004284,0
CABZ01064859.1,LL0000004285,66
CABZ01064859.2,LL0000004286,42
CABZ01064941.1,LL0000004287,5953
CABZ01064968.1,LL0000004288,20
CABZ01064972.1,LL0000004289,0
CABZ01065076.1,LL0000004290,1314
CABZ01065131.1,LL0000004291,848
CABZ01065328.1,LL0000004292,0
CABZ01065328.2,LL0000004293,3
CABZ01065416.1,LL0000004294,1
CABZ01065417.1,LL0000004295,7
CABZ01065423.1,LL0000004296,168
CABZ01065425.1,LL0000004297,0
CABZ01065679.1,LL0000004298,3
CABZ01065684.1,LL0000004299,0
CABZ01066224.1,LL0000004300,0
CABZ01066312.1,LL0000004301,10
CABZ01066320.1,LL0000004302,55
CABZ01066320.2,LL0000004303,5
CABZ01066384.1,LL0000004304,1
CABZ01066578.1,LL0000004305,0
CABZ01066611.1,LL0000004306,0
CABZ01066694.1,LL0000004307,2
CABZ01066719.1,LL0000004308,215
CABZ01066720.1,LL0000004309,154
CABZ01066725.1,LL0000004310,18
CABZ01066727.1,LL0000004311,4
CABZ01066921.1,LL0000004312,162
CABZ01066926.1,LL0000004313,201
CABZ01067002.1,LL0000004314,0
CABZ01067080.1,LL0000004315,0
CABZ01067150.1,LL0000004316,50
CABZ01067151.1,LL0000004317,10
CABZ01067151.2,LL0000004318,19
CABZ01067169.1,LL0000004319,85
CABZ01067175.1,LL0000004320,0
CABZ01067232.1,LL0000004321,432
CABZ01067348.1,LL0000004322,12
CABZ01067440.1,LL0000004323,0
CABZ01067557.1,LL0000004324,5
CABZ01067558.1,LL0000004325,25
CABZ01067581.1,LL0000004326,12
CABZ01067657.1,LL0000004327,2
CABZ01067754.1,LL0000004328,0
CABZ01067973.1,LL0000004329,2
CABZ01067979.1,LL0000004330,46
CABZ01067980.1,LL0000004331,354
CABZ01068050.1,LL0000004332,31
CABZ01068177.1,LL0000004333,1899
CABZ01068208.1,LL0000004334,0
CABZ01068209.1,LL0000004335,0
CABZ01068244.1,LL0000004336,0
CABZ01068246.1,LL0000004337,72
CABZ01068248.1,LL0000004338,2591
CABZ01068251.1,LL0000004339,480
CABZ01068273.1,LL0000004340,3
CABZ01068352.1,LL0000004341,0
CABZ01068356.1,LL0000004342,15
CABZ01068358.1,LL0000004343,464
CABZ01068359.1,LL0000004344,0
CABZ01068362.1,LL0000004345,646
CABZ01068366.1,LL0000004346,438
CABZ01068367.1,LL0000004347,334
CABZ01068469.1,LL0000004348,566
CABZ01068499.1,LL0000004349,160
CABZ01068600.1,LL0000004350,1928
CABZ01068842.1,LL0000004351,0
CABZ01069020.1,LL0000004352,41
CABZ01069022.1,LL0000004353,44
CABZ01069022.2,LL0000004354,167
CABZ01069040.1,LL0000004355,3031
CABZ01069162.1,LL0000004356,12
CABZ01069184.1,LL0000004357,11
CABZ01069324.1,LL0000004358,1
CABZ01069436.1,LL0000004359,2
CABZ01069945.1,LL0000004360,0
CABZ01070258.1,LL0000004361,0
CABZ01070469.1,LL0000004362,33
CABZ01070527.1,LL0000004363,102
CABZ01070579.1,LL0000004364,2
CABZ01070631.1,LL0000004365,34
CABZ01070747.1,LL0000004366,42
CABZ01070852.1,LL0000004367,775
CABZ01070852.2,LL0000004368,0
CABZ01071020.1,LL0000004369,1656
CABZ01071056.1,LL0000004370,292
CABZ01071061.1,LL0000004371,17
CABZ01071326.1,LL0000004372,0
CABZ01071845.1,LL0000004373,0
CABZ01071848.1,LL0000004374,240
CABZ01071874.1,LL0000004375,2
CABZ01071903.1,LL0000004376,171
CABZ01071909.1,LL0000004377,2
CABZ01071939.1,LL0000004378,440
CABZ01071972.1,LL0000004379,0
CABZ01072077.1,LL0000004380,44
CABZ01072083.2,LL0000004381,1
CABZ01072084.1,LL0000004382,0
CABZ01072096.1,LL0000004383,61
CABZ01072157.1,LL0000004384,73
CABZ01072242.1,LL0000004385,1
CABZ01072245.1,LL0000004386,107
CABZ01072254.1,LL0000004387,9
CABZ01072309.1,LL0000004388,23
CABZ01072309.2,LL0000004389,12
CABZ01072312.1,LL0000004390,0
CABZ01072406.1,LL0000004391,3
CABZ01072487.1,LL0000004392,163
CABZ01072487.2,LL0000004393,44
CABZ01072523.1,LL0000004394,0
CABZ01072532.1,LL0000004395,4
CABZ01072548.1,LL0000004396,0
CABZ01072563.1,LL0000004397,1
CABZ01072614.1,LL0000004398,4456
CABZ01072810.1,LL0000004399,655
CABZ01072815.1,LL0000004400,38
CABZ01072848.1,LL0000004401,202
CABZ01072885.1,LL0000004402,61
CABZ01072950.1,LL0000004403,11
CABZ01072952.1,LL0000004404,1133
CABZ01072989.1,LL0000004405,0
CABZ01073015.1,LL0000004406,1
CABZ01073033.1,LL0000004407,198
CABZ01073083.1,LL0000004408,70
CABZ01073097.1,LL0000004409,11
CABZ01073166.1,LL0000004410,0
CABZ01073197.1,LL0000004411,3
CABZ01073265.1,LL0000004412,17
CABZ01073424.1,LL0000004413,10
CABZ01073424.2,LL0000004414,0
CABZ01073736.1,LL0000004415,28
CABZ01073795.1,LL0000004416,0
CABZ01073834.1,LL0000004417,0
CABZ01074085.1,LL0000004418,51
CABZ01074130.1,LL0000004419,55201
CABZ01074203.1,LL0000004420,13
CABZ01074298.1,LL0000004421,12
CABZ01074304.1,LL0000004422,1
CABZ01074307.1,LL0000004423,103
CABZ01074307.2,LL0000004424,323
CABZ01074363.1,LL0000004425,115
CABZ01074397.1,LL0000004426,317
CABZ01074453.1,LL0000004427,126
CABZ01074470.1,LL0000004428,0
CABZ01074708.1,LL0000004429,1
CABZ01074745.1,LL0000004430,83
CABZ01074886.1,LL0000004431,0
CABZ01074888.1,LL0000004432,143
CABZ01074913.1,LL0000004433,106
CABZ01074994.1,LL0000004434,0
CABZ01075068.1,LL0000004435,11
CABZ01075078.1,LL0000004436,16
CABZ01075114.1,LL0000004437,0
CABZ01075125.1,LL0000004438,17
CABZ01075242.1,LL0000004439,1876
CABZ01075274.1,LL0000004440,63
CABZ01075319.1,LL0000004441,0
CABZ01075509.1,LL0000004442,287
CABZ01075521.1,LL0000004443,70
CABZ01075572.1,LL0000004444,2
CABZ01075611.1,LL0000004445,3
CABZ01075618.1,LL0000004446,0
CABZ01075628.1,LL0000004447,1
cabz01076234.2,LL0000004448,8
CABZ01076275.1,LL0000004449,135
CABZ01076667.1,LL0000004450,3726
CABZ01076737.1,LL0000004451,10
CABZ01076744.1,LL0000004452,26
CABZ01076758.1,LL0000004453,1855
CABZ01076968.1,LL0000004454,37
CABZ01076996.1,LL0000004455,673
CABZ01077121.1,LL0000004456,46
CABZ01077176.1,LL0000004457,0
CABZ01077217.1,LL0000004458,182
CABZ01077217.2,LL0000004459,2
CABZ01077218.1,LL0000004460,190
CABZ01077220.1,LL0000004461,0
CABZ01077220.2,LL0000004462,36
CABZ01077555.1,LL0000004463,0
CABZ01077956.1,LL0000004464,6
CABZ01078055.1,LL0000004465,381
CABZ01078080.1,LL0000004466,1
CABZ01078120.1,LL0000004467,0
CABZ01078244.2,LL0000004468,0
CABZ01078261.1,LL0000004469,590
CABZ01078320.1,LL0000004470,764
CABZ01078350.1,LL0000004471,1
CABZ01078594.1,LL0000004472,93
CABZ01078600.1,LL0000004473,48
CABZ01078606.1,LL0000004474,0
CABZ01078607.1,LL0000004475,35
CABZ01078663.1,LL0000004476,0
CABZ01078733.1,LL0000004477,9
CABZ01078734.1,LL0000004478,78
CABZ01078737.1,LL0000004479,59
CABZ01078767.1,LL0000004480,2
CABZ01078858.1,LL0000004481,0
CABZ01078989.1,LL0000004482,9
CABZ01079005.1,LL0000004483,12
CABZ01079080.1,LL0000004484,40
CABZ01079081.1,LL0000004485,1
CABZ01079116.1,LL0000004486,29
CABZ01079178.1,LL0000004487,0
CABZ01079179.1,LL0000004488,58
CABZ01079192.1,LL0000004489,83
CABZ01079241.1,LL0000004490,219
CABZ01079251.1,LL0000004491,0
CABZ01079267.1,LL0000004492,57
CABZ01079276.1,LL0000004493,13
CABZ01079280.1,LL0000004494,0
CABZ01079281.1,LL0000004495,88
CABZ01079302.1,LL0000004496,175
CABZ01079427.1,LL0000004497,538
CABZ01079480.1,LL0000004498,50
CABZ01079550.1,LL0000004499,10
CABZ01079663.1,LL0000004500,72
CABZ01079748.1,LL0000004501,9
CABZ01079804.1,LL0000004502,61
CABZ01079818.1,LL0000004503,0
CABZ01079837.1,LL0000004504,0
CABZ01079853.1,LL0000004505,3
CABZ01079870.1,LL0000004506,0
CABZ01079872.1,LL0000004507,1
CABZ01079873.1,LL0000004508,13
CABZ01080006.1,LL0000004509,1
CABZ01080056.1,LL0000004510,321
CABZ01080074.1,LL0000004511,94
CABZ01080098.1,LL0000004512,0
CABZ01080371.1,LL0000004513,351
CABZ01080371.2,LL0000004514,265
CABZ01080371.3,LL0000004515,0
CABZ01080375.1,LL0000004516,192
CABZ01080434.1,LL0000004517,0
CABZ01080550.1,LL0000004518,0
CABZ01080568.1,LL0000004519,393
CABZ01080587.1,LL0000004520,0
CABZ01080599.1,LL0000004521,4
CABZ01080702.1,LL0000004522,1295
CABZ01081294.1,LL0000004523,0
CABZ01081385.1,LL0000004524,152
CABZ01081490.1,LL0000004525,0
CABZ01081535.1,LL0000004526,131
CABZ01081730.1,LL0000004527,297
CABZ01081748.1,LL0000004528,33
CABZ01081752.1,LL0000004529,145
CABZ01081752.2,LL0000004530,69
CABZ01081752.3,LL0000004531,74
CABZ01081777.1,LL0000004532,66
CABZ01081780.1,LL0000004533,4
CABZ01081830.2,LL0000004534,0
CABZ01081897.1,LL0000004535,9
CABZ01081908.1,LL0000004536,3
CABZ01081909.1,LL0000004537,102
CABZ01083166.1,LL0000004538,544
CABZ01083442.1,LL0000004539,39
CABZ01083448.1,LL0000004540,24
CABZ01083546.1,LL0000004541,1
CABZ01083778.1,LL0000004542,0
CABZ01083815.1,LL0000004543,2
CABZ01083937.1,LL0000004544,2
CABZ01083943.1,LL0000004545,591
CABZ01083945.1,LL0000004546,1
CABZ01084081.1,LL0000004547,8
CABZ01084131.1,LL0000004548,458
CABZ01084225.1,LL0000004549,10
CABZ01084230.1,LL0000004550,97
CABZ01084340.1,LL0000004551,0
CABZ01084347.1,LL0000004552,0
CABZ01084382.1,LL0000004553,9
CABZ01084501.2,LL0000004554,89
CABZ01084501.3,LL0000004555,0
CABZ01084564.1,LL0000004556,0
CABZ01084566.1,LL0000004557,55
CABZ01084575.1,LL0000004558,5
CABZ01084603.1,LL0000004559,68
CABZ01084617.1,LL0000004560,0
CABZ01084774.1,LL0000004561,0
CABZ01084774.2,LL0000004562,0
CABZ01084793.1,LL0000004563,1
CABZ01084942.1,LL0000004564,12
CABZ01084961.1,LL0000004565,14
CABZ01084963.1,LL0000004566,768
CABZ01085052.1,LL0000004567,2312
CABZ01085061.1,LL0000004568,13
CABZ01085137.1,LL0000004569,0
CABZ01085139.1,LL0000004570,3622
CABZ01085140.1,LL0000004571,1
CABZ01085177.1,LL0000004572,14
CABZ01085195.1,LL0000004573,0
CABZ01085201.1,LL0000004574,230
CABZ01085275.1,LL0000004575,0
CABZ01085365.1,LL0000004576,118
CABZ01085594.1,LL0000004577,15
CABZ01085626.1,LL0000004578,172
CABZ01085658.1,LL0000004579,221
CABZ01085662.1,LL0000004580,4
CABZ01085700.1,LL0000004581,14
CABZ01085710.1,LL0000004582,231
CABZ01085878.1,LL0000004583,147
CABZ01085887.1,LL0000004584,0
CABZ01086029.1,LL0000004585,652
CABZ01086041.1,LL0000004586,945
CABZ01086127.1,LL0000004587,0
CABZ01086139.1,LL0000004588,0
CABZ01086293.1,LL0000004589,651
CABZ01086574.1,LL0000004590,7
CABZ01086611.1,LL0000004591,0
CABZ01086734.1,LL0000004592,344
CABZ01086755.1,LL0000004593,0
CABZ01086835.1,LL0000004594,0
CABZ01086877.1,LL0000004595,22
CABZ01087025.1,LL0000004596,0
CABZ01087025.2,LL0000004597,0
CABZ01087025.3,LL0000004598,1
CABZ01087091.1,LL0000004599,0
CABZ01087224.1,LL0000004600,0
CABZ01087415.1,LL0000004601,13
CABZ01087502.1,LL0000004602,0
CABZ01087514.1,LL0000004603,336
CABZ01087560.1,LL0000004604,704
CABZ01087564.1,LL0000004605,19
CABZ01087566.1,LL0000004606,0
CABZ01087629.1,LL0000004607,124
CABZ01087948.1,LL0000004608,160
CABZ01087953.1,LL0000004609,3
CABZ01088025.1,LL0000004610,13
CABZ01088036.1,LL0000004611,23
CABZ01088049.1,LL0000004612,67
CABZ01088109.1,LL0000004613,1363
CABZ01088134.1,LL0000004614,0
CABZ01088149.1,LL0000004615,341
CABZ01088229.1,LL0000004616,0
CABZ01088271.1,LL0000004617,59
CABZ01088274.1,LL0000004618,521
CABZ01088275.1,LL0000004619,3
CABZ01088308.1,LL0000004620,2
CABZ01088346.1,LL0000004621,0
CABZ01088367.1,LL0000004622,16
CABZ01088428.1,LL0000004623,881
CABZ01088484.1,LL0000004624,12
CABZ01088864.1,LL0000004625,0
CABZ01088982.1,LL0000004626,0
CABZ01089081.1,LL0000004627,0
CABZ01089777.1,LL0000004628,9
CABZ01089980.1,LL0000004629,0
CABZ01090041.1,LL0000004630,44
CABZ01090144.1,LL0000004631,97
CABZ01090219.1,LL0000004632,2
CABZ01090361.1,LL0000004633,150
CABZ01090373.1,LL0000004634,740
CABZ01090544.1,LL0000004635,2
CABZ01090785.1,LL0000004636,1
CABZ01090890.1,LL0000004637,105
CABZ01092072.1,LL0000004638,0
CABZ01092156.1,LL0000004639,1043
CABZ01092170.1,LL0000004640,24
CABZ01092282.1,LL0000004641,20
CABZ01092745.1,LL0000004642,0
CABZ01092746.1,LL0000004643,313
CABZ01092781.1,LL0000004644,182
CABZ01092907.1,LL0000004645,4
CABZ01092942.1,LL0000004646,9
CABZ01092982.1,LL0000004647,0
cabz01093075.1,LL0000004648,0
CABZ01093428.1,LL0000004649,0
CABZ01093429.1,LL0000004650,0
CABZ01093502.1,LL0000004651,0
CABZ01094390.1,LL0000004652,0
CABZ01095001.1,LL0000004653,50
CABZ01096573.1,LL0000004654,0
CABZ01099795.1,LL0000004655,31
CABZ01099833.1,LL0000004656,23
CABZ01099847.1,LL0000004657,7
CABZ01100185.1,LL0000004658,161
CABZ01100278.1,LL0000004659,3
CABZ01100304.1,LL0000004660,0
CABZ01100396.1,LL0000004661,1
CABZ01101739.1,LL0000004662,0
CABZ01101813.1,LL0000004663,16
CABZ01101984.1,LL0000004664,81
CABZ01101996.1,LL0000004665,0
CABZ01102038.1,LL0000004666,2
CABZ01102039.1,LL0000004667,412
CABZ01102109.1,LL0000004668,8
CABZ01102115.1,LL0000004669,11
CABZ01102170.1,LL0000004670,345
CABZ01102201.1,LL0000004671,0
CABZ01102240.1,LL0000004672,34
CABZ01102517.1,LL0000004673,9
CABZ01102518.1,LL0000004674,2
CABZ01103860.1,LL0000004675,1
CABZ01103862.1,LL0000004676,494
CABZ01103869.1,LL0000004677,0
CABZ01103870.1,LL0000004678,0
CABZ01109019.1,LL0000004679,0
CABZ01109021.1,LL0000004680,1
CABZ01109058.1,LL0000004681,0
CABZ01109081.1,LL0000004682,102
CABZ01109480.1,LL0000004683,0
CABZ01109481.1,LL0000004684,32
CABZ01109604.1,LL0000004685,39
CABZ01110379.1,LL0000004686,14
CABZ01110881.1,LL0000004687,409
CABZ01111454.1,LL0000004688,26
CABZ01111496.1,LL0000004689,107
CABZ01111555.1,LL0000004690,56
CABZ01111953.1,LL0000004691,44
CABZ01111959.1,LL0000004692,30
CABZ01112025.1,LL0000004693,72
CABZ01112049.1,LL0000004694,0
CABZ01112050.1,LL0000004695,1
CABZ01112344.1,LL0000004696,5
CABZ01112387.1,LL0000004697,149
CABZ01112461.1,LL0000004698,5
CABZ01112656.1,LL0000004699,576
CABZ01112732.1,LL0000004700,24
CABZ01112864.1,LL0000004701,0
CABZ01113192.1,LL0000004702,440
CABZ01113369.1,LL0000004703,7
CABZ01113373.1,LL0000004704,1
CABZ01113467.1,LL0000004705,0
CABZ01113599.1,LL0000004706,317
CABZ01113771.1,LL0000004707,307
CABZ01113812.1,LL0000004708,122
CABZ01113815.1,LL0000004709,303
CABZ01113816.1,LL0000004710,3
CABZ01113830.1,LL0000004711,5
CABZ01113954.1,LL0000004712,4268
CABZ01113981.1,LL0000004713,5
CABZ01114053.1,LL0000004714,15
CABZ01114105.1,LL0000004715,60
CABZ01114581.1,LL0000004716,0
CABZ01115113.1,LL0000004717,174
CABZ01117348.1,LL0000004718,79
CABZ01117357.1,LL0000004719,20
CABZ01117603.1,LL0000004720,8
CABZ01117607.1,LL0000004721,32
CABZ01117706.1,LL0000004722,0
CABZ01117752.1,LL0000004723,0
CABZ01117780.1,LL0000004724,0
CABZ01117840.1,LL0000004725,1
CABZ01118004.1,LL0000004726,42
CABZ01118270.1,LL0000004727,1
CABZ01118575.1,LL0000004728,52
CABZ01118738.1,LL0000004729,7
CABZ01118767.1,LL0000004730,0
CABZ01118770.1,LL0000004731,0
CACFD1,LL0000004732,173
cachd1,LL0000004733,3835
cacna1aa,LL0000004734,105
cacna1ab,LL0000004735,0
cacna1ba,LL0000004736,133
cacna1bb,LL0000004737,0
cacna1c,LL0000004738,33
cacna1da,LL0000004739,46
cacna1db,LL0000004740,171
cacna1ea,LL0000004741,0
cacna1eb,LL0000004742,36
cacna1fa,LL0000004743,13
cacna1fb,LL0000004744,0
cacna1g,LL0000004745,493
cacna1ha,LL0000004746,93
cacna1hb,LL0000004747,0
cacna1i,LL0000004748,74
cacna1sa,LL0000004749,152
cacna1sb,LL0000004750,10
CACNA2D1,LL0000004751,14
cacna2d1a,LL0000004752,222
cacna2d2a,LL0000004753,120
cacna2d2b,LL0000004754,22
cacna2d3,LL0000004755,31
CACNA2D3 (1 of many),LL0000004756,16
cacna2d4a,LL0000004757,40
cacna2d4b,LL0000004758,99
cacnb1,LL0000004759,339
cacnb2a,LL0000004760,202
cacnb2b,LL0000004761,45
cacnb3a,LL0000004762,0
cacnb3b,LL0000004763,1
cacnb4a,LL0000004764,0
cacnb4b,LL0000004765,208
cacng1a,LL0000004766,39
cacng1b,LL0000004767,0
cacng2a,LL0000004768,18
cacng2b,LL0000004769,23
cacng3a,LL0000004770,0
cacng3b,LL0000004771,97
cacng4a,LL0000004772,22
cacng4b,LL0000004773,14
cacng5a,LL0000004774,20
cacng5b,LL0000004775,0
cacng6a,LL0000004776,172
cacng6b,LL0000004777,13
cacng7a,LL0000004778,1
cacng7b,LL0000004779,6
cacng8a,LL0000004780,11
cacng8b,LL0000004781,1
cactin,LL0000004782,585
cacul1,LL0000004783,264
cacybp,LL0000004784,821
cad,LL0000004785,2685
cadm1a,LL0000004786,183
cadm1b,LL0000004787,18
cadm2a,LL0000004788,146
cadm2b,LL0000004789,3
cadm3,LL0000004790,321
cadm4,LL0000004791,1161
cadps2,LL0000004792,261
cadpsa,LL0000004793,18
cadpsb,LL0000004794,130
cahz,LL0000004795,226
caiap,LL0000004796,10
calb1,LL0000004797,9
calb2a,LL0000004798,1667
calb2b,LL0000004799,281
calca,LL0000004800,28
calcoco1a,LL0000004801,1600
calcoco1b,LL0000004802,1
calcoco2,LL0000004803,66
calcr,LL0000004804,23
calcrla,LL0000004805,318
calcrlb,LL0000004806,106
cald1a,LL0000004807,1055
cald1b,LL0000004808,271
calhm1,LL0000004809,30
calhm2,LL0000004810,1259
CALHM2 (1 of many),LL0000004811,0
calhm3,LL0000004812,57
calhm5.1,LL0000004813,187
calhm5.2,LL0000004814,297
calhm6,LL0000004815,23
calm1b,LL0000004816,1280
calm2a,LL0000004817,1429
calm2b,LL0000004818,12010
calm3b,LL0000004820,28078
calml4a,LL0000004821,61
calml4b,LL0000004822,4
caln1,LL0000004823,81
caln2,LL0000004824,26
calr,LL0000004825,6871
calr3a,LL0000004826,6696
calr3b,LL0000004827,7843
calua,LL0000004828,4880
calub,LL0000004829,3004
caly,LL0000004830,31
camk1a,LL0000004831,8
camk1b,LL0000004832,1948
camk1da,LL0000004833,18
camk1db,LL0000004834,74
camk1ga,LL0000004835,5
camk1gb,LL0000004836,118
camk2a,LL0000004837,16
camk2b1,LL0000004838,1515
camk2b2,LL0000004839,0
camk2d1,LL0000004840,5615
camk2d2,LL0000004841,88
camk2g1,LL0000004842,3627
camk2g2,LL0000004843,1955
CAMK2N1,LL0000004844,34
camk2n1a,LL0000004845,348
camk2n2,LL0000004846,16
camk4,LL0000004847,42
camkk1a,LL0000004848,412
camkk1b,LL0000004849,10
camkmt,LL0000004850,236
camkva,LL0000004851,54
camkvb,LL0000004852,6
camkvl,LL0000004853,26
camlg,LL0000004854,70
camsap1a,LL0000004855,83
camsap1b,LL0000004856,761
camsap2a,LL0000004857,554
camsap2b,LL0000004858,672
camta1,LL0000004861,0
camta1a,LL0000004862,62
camta1b,LL0000004863,72
camta2,LL0000004864,534
cand1,LL0000004865,6732
cand2,LL0000004866,5
cant1a,LL0000004867,1348
cant1b,LL0000004868,1738
canx,LL0000004869,20587
cap1,LL0000004870,14885
cap2,LL0000004871,53
capga,LL0000004872,5
capgb,LL0000004873,4530
capn10,LL0000004874,153
capn12,LL0000004875,7164
CAPN14,LL0000004876,28
capn15,LL0000004877,331
capn1a,LL0000004878,4057
capn1b,LL0000004879,46
capn2a,LL0000004880,21104
capn2b,LL0000004881,11217
capn2l,LL0000004882,3181
capn3a,LL0000004883,10
capn3b,LL0000004884,61
capn5a,LL0000004885,1207
capn5b,LL0000004886,0
capn7,LL0000004887,524
capn8,LL0000004888,3880
capn9,LL0000004889,3015
capns1a,LL0000004890,31714
capns1b,LL0000004891,13280
caprin1a,LL0000004892,2011
caprin1b,LL0000004893,2551
caprin2,LL0000004894,0
caps2,LL0000004895,15
capsla,LL0000004896,105
capslb,LL0000004897,64
capza1a,LL0000004898,15090
capza1b,LL0000004899,10224
capzb,LL0000004900,19892
car15,LL0000004901,1
card11,LL0000004902,226
card14,LL0000004903,231
card19,LL0000004904,918
card9,LL0000004905,12
carf,LL0000004906,734
carhsp1,LL0000004907,1745
carm1,LL0000004908,3139
carm1l,LL0000004909,8
carmil1,LL0000004910,124
carmil2,LL0000004911,116
carmil3,LL0000004912,47
carnmt1,LL0000004913,56
cars,LL0000004914,943
cars2,LL0000004915,508
cart1,LL0000004916,0
cart2,LL0000004917,0
cart3,LL0000004918,71
cart4,LL0000004919,4
casc1,LL0000004920,27
casc3,LL0000004921,1181
casc4,LL0000004922,628
casd1,LL0000004923,786
caska,LL0000004924,2837
caskb,LL0000004925,731
caskin1,LL0000004926,149
casp2,LL0000004927,963
casp3a,LL0000004928,1433
casp3b,LL0000004929,833
casp6,LL0000004930,1305
casp6l1,LL0000004931,367
casp6l2,LL0000004932,0
casp7,LL0000004933,2980
casp8,LL0000004934,776
casp8ap2,LL0000004935,431
casp8l1,LL0000004936,9
casp8l2,LL0000004937,50
casp9,LL0000004938,1057
caspa,LL0000004939,1106
caspb,LL0000004940,14248
caspbl,LL0000004941,192
casq1a,LL0000004942,166
casq1b,LL0000004943,129
casq2,LL0000004944,140
casr,LL0000004945,0
cass4,LL0000004946,90
cast,LL0000004947,14650
castor1,LL0000004948,42
castor2,LL0000004949,1913
casz1,LL0000004950,498
cat,LL0000004951,2548
catip,LL0000004952,84
cav1,LL0000004953,12342
cav2,LL0000004954,2306
cav3,LL0000004955,96
cavin1a,LL0000004956,26
cavin1b,LL0000004957,9863
cavin2a,LL0000004958,9047
cavin2b,LL0000004959,12549
cavin4a,LL0000004960,179
cavin4b,LL0000004961,130
cax1,LL0000004962,10
cax2,LL0000004963,66
cbarpb,LL0000004964,30
cbfa2t2,LL0000004965,896
cbfa2t3,LL0000004966,409
cbfb,LL0000004967,1078
cbl,LL0000004968,761
cblb,LL0000004969,1267
cblc,LL0000004970,1163
cbll1,LL0000004971,278
cbln1,LL0000004972,50
cbln10,LL0000004973,5
cbln11,LL0000004974,0
cbln12,LL0000004975,6
cbln13,LL0000004976,1
cbln14,LL0000004977,0
cbln17,LL0000004978,0
cbln18,LL0000004979,160
cbln20,LL0000004980,207
cbln2a,LL0000004981,1
cbln2b,LL0000004982,13
cbln4,LL0000004983,107
cbln5,LL0000004984,0
cbln6,LL0000004985,0
cbln7,LL0000004986,0
cbln8,LL0000004987,0
cbln9,LL0000004988,0
cbr1,LL0000004989,252
cbr1l,LL0000004990,1824
cbr4,LL0000004991,85
cbsa,LL0000004992,113
cbsb,LL0000004993,2083
cbwd,LL0000004994,337
cbx1a,LL0000004995,3427
cbx1b,LL0000004996,432
cbx2,LL0000004997,706
cbx3a,LL0000004998,1941
cbx3b,LL0000004999,619
cbx4,LL0000005000,607
cbx5,LL0000005001,8306
cbx6a,LL0000005002,646
cbx6b,LL0000005003,145
cbx7a,LL0000005004,3182
cbx7b,LL0000005005,0
cbx8a,LL0000005006,359
cbx8b,LL0000005007,184
cby1,LL0000005008,114
CC2D1A,LL0000005009,319
cc2d1b,LL0000005010,253
cc2d2a,LL0000005011,175
ccar1,LL0000005012,1228
ccar2,LL0000005013,470
ccbe1,LL0000005014,76
ccdc102a,LL0000005015,237
ccdc103,LL0000005016,61
ccdc105,LL0000005017,25
ccdc106a,LL0000005018,597
ccdc106b,LL0000005019,83
ccdc113,LL0000005020,52
ccdc114,LL0000005021,146
ccdc115,LL0000005022,145
ccdc12,LL0000005023,216
ccdc120,LL0000005024,246
ccdc124,LL0000005025,1049
ccdc125,LL0000005026,227
ccdc126,LL0000005027,454
CCDC127,LL0000005028,17
ccdc127b,LL0000005029,101
ccdc13,LL0000005030,9
ccdc130,LL0000005031,317
CCDC134,LL0000005032,0
ccdc135,LL0000005033,36
ccdc137,LL0000005035,443
ccdc14,LL0000005036,420
ccdc141,LL0000005037,32
ccdc142,LL0000005038,348
ccdc146,LL0000005039,56
ccdc149a,LL0000005040,13
ccdc149b,LL0000005041,79
ccdc15,LL0000005042,208
ccdc151,LL0000005043,53
ccdc153,LL0000005044,8
ccdc157,LL0000005045,23
ccdc160,LL0000005046,118
ccdc162,LL0000005047,1
ccdc166,LL0000005048,0
ccdc167,LL0000005049,561
ccdc169,LL0000005050,6
ccdc17,LL0000005051,16
ccdc170,LL0000005052,23
ccdc171,LL0000005053,243
ccdc172,LL0000005054,3
ccdc173,LL0000005055,44
ccdc174,LL0000005056,229
ccdc175,LL0000005057,0
ccdc177,LL0000005058,59
ccdc18,LL0000005059,356
ccdc180,LL0000005060,30
ccdc181,LL0000005061,24
ccdc186,LL0000005062,903
ccdc187,LL0000005063,1746
ccdc191,LL0000005064,38
ccdc22,LL0000005065,884
ccdc24,LL0000005066,16
ccdc25,LL0000005067,692
ccdc28a,LL0000005068,1102
ccdc28b,LL0000005069,72
ccdc30,LL0000005070,124
ccdc32,LL0000005071,824
ccdc33,LL0000005072,7
ccdc36,LL0000005073,14
