Gene_Names,Gene_ID,Avg_Count
LOC108179079,LL0000016272,6
LOC108179089,LL0000016274,4
LOC108179099,LL0000016275,6
LOC108179100,LL0000016276,22
LOC108179102,LL0000016277,3
LOC108179106,LL0000016278,28
LOC108179108,LL0000016279,38
LOC108179111,LL0000016280,12
LOC108179115,LL0000016281,4
LOC108179116,LL0000016282,19
LOC108179118,LL0000016283,0
LOC108179119,LL0000016284,2
LOC108179121,LL0000016285,4
LOC108179123,LL0000016286,2
LOC108179124,LL0000016287,0
LOC108179130,LL0000016288,8
LOC108179131,LL0000016289,5
LOC108179133,LL0000016290,0
LOC108179136,LL0000016291,0
LOC108179137,LL0000016292,1
LOC108179139,LL0000016293,1
LOC108179143,LL0000016294,71
LOC108179144,LL0000016295,0
LOC108179149,LL0000016296,1
LOC108179151,LL0000016297,0
LOC108179152,LL0000016298,0
LOC108179157,LL0000016299,0
LOC108179158,LL0000016300,1
LOC108179159,LL0000016301,0
LOC108179160,LL0000016302,0
LOC108179161,LL0000016303,0
LOC108179162,LL0000016304,0
LOC108179166,LL0000016305,2
LOC108179173,LL0000016306,0
LOC108179174,LL0000016307,0
LOC108179175,LL0000016308,22
LOC108179178,LL0000016309,0
LOC108179181,LL0000016310,0
LOC108179194,LL0000016311,170
LOC108179200,LL0000016312,0
LOC108179205,LL0000016313,1
LOC108179220,LL0000016314,1
LOC108179225,LL0000016315,0
LOC108179227,LL0000016316,0
LOC108179228,LL0000016317,0
LOC108179232,LL0000016318,0
LOC108179236,LL0000016319,0
LOC108179239,LL0000016320,0
LOC108179246,LL0000016321,0
LOC108179252,LL0000016322,0
LOC108179274,LL0000016323,42
LOC108179275,LL0000016324,37
LOC108179280,LL0000016325,11
LOC108179291,LL0000016326,0
LOC108179296,LL0000016327,17
LOC108179297,LL0000016328,0
LOC108179300,LL0000016329,82
LOC108179305,LL0000016330,0
LOC108179338,LL0000016331,0
LOC108179343,LL0000016332,0
LOC108179355,LL0000016333,0
LOC108179356,LL0000016334,11
LOC108179500,LL0000016335,32
LOC108179505,LL0000016336,26
LOC108179509,LL0000016337,1
LOC108179511,LL0000016338,0
LOC108179520,LL0000016339,0
LOC108179526,LL0000016340,5
LOC108179531,LL0000016341,0
LOC108179554,LL0000016342,0
LOC108179556,LL0000016343,0
LOC108179558,LL0000016344,9
LOC108179562,LL0000016345,5
LOC108179567,LL0000016346,0
LOC108179575,LL0000016347,25
LOC108179593,LL0000016348,1
LOC108179594,LL0000016349,0
LOC108179595,LL0000016350,0
LOC108179621,LL0000016351,85
LOC108179626,LL0000016352,0
LOC108179630,LL0000016353,0
LOC108179633,LL0000016354,0
LOC108179634,LL0000016355,2
LOC108179642,LL0000016356,4
LOC108179652,LL0000016357,1
LOC108179660,LL0000016359,78
LOC108179662,LL0000016360,9
LOC108179665,LL0000016361,0
LOC108179685,LL0000016362,2
LOC108179687,LL0000016363,37
LOC108179692,LL0000016364,0
LOC108179693,LL0000016365,6
LOC108179721,LL0000016366,0
LOC108179735,LL0000016367,0
LOC108179755,LL0000016368,0
LOC108179776,LL0000016369,56
LOC108179777,LL0000016370,3
LOC108179780,LL0000016371,0
LOC108179784,LL0000016372,0
LOC108179792,LL0000016373,0
LOC108179796,LL0000016374,0
LOC108179803,LL0000016375,0
LOC108179805,LL0000016376,2
LOC108179808,LL0000016377,8
LOC108179813,LL0000016378,1
LOC108179930,LL0000016379,0
LOC108179947,LL0000016380,0
LOC108179959,LL0000016381,2
LOC108179963,LL0000016382,0
LOC108179989,LL0000016383,1
LOC108179992,LL0000016384,0
LOC108179993,LL0000016385,1
LOC108180010,LL0000016386,0
LOC108180012,LL0000016387,0
LOC108180013,LL0000016388,2
LOC108180017,LL0000016389,0
LOC108180020,LL0000016390,0
LOC108180033,LL0000016391,0
LOC108180038,LL0000016392,1
LOC108180041,LL0000016393,0
LOC108180065,LL0000016394,5
LOC108180073,LL0000016395,1
LOC108180076,LL0000016396,13
LOC108180087,LL0000016397,0
LOC108180102,LL0000016398,0
LOC108180103,LL0000016399,0
LOC108180112,LL0000016400,0
LOC108180115,LL0000016401,0
LOC108180121,LL0000016402,2
LOC108180123,LL0000016403,1
LOC108180125,LL0000016404,0
LOC108180131,LL0000016405,0
LOC108180138,LL0000016406,6
LOC108180139,LL0000016407,0
LOC108180142,LL0000016408,6
LOC108180147,LL0000016409,3
LOC108180164,LL0000016410,1
LOC108180169,LL0000016411,1
LOC108180171,LL0000016412,0
LOC108180186,LL0000016413,0
LOC108180193,LL0000016414,0
LOC108180196,LL0000016415,19
LOC108180204,LL0000016416,1
LOC108180211,LL0000016417,0
LOC108180218,LL0000016418,2
LOC108180223,LL0000016419,0
LOC108180226,LL0000016420,478
LOC108180241,LL0000016421,0
LOC108180244,LL0000016422,0
LOC108180259,LL0000016423,0
LOC108180265,LL0000016424,51
LOC108180269,LL0000016425,307
LOC108180270,LL0000016426,0
LOC108180286,LL0000016427,1102
LOC108180288,LL0000016428,4
LOC108180305,LL0000016429,1
LOC108180313,LL0000016430,0
LOC108180322,LL0000016431,0
LOC108180344,LL0000016432,0
LOC108180355,LL0000016433,4
LOC108180715,LL0000016434,0
LOC108180719,LL0000016435,1
LOC108180720,LL0000016436,0
LOC108180722,LL0000016437,0
LOC108180723,LL0000016438,0
LOC108180725,LL0000016439,3
LOC108180727,LL0000016440,0
LOC108180734,LL0000016441,0
LOC108180743,LL0000016442,0
LOC108180759,LL0000016443,3
LOC108180774,LL0000016444,0
LOC108180776,LL0000016445,2
LOC108180795,LL0000016446,62
LOC108180802,LL0000016447,45
LOC108180805,LL0000016448,0
LOC108180813,LL0000016449,1
LOC108180814,LL0000016450,0
LOC108181078,LL0000016451,95
LOC108181079,LL0000016452,51
LOC108181080,LL0000016453,55
LOC108181081,LL0000016454,1
LOC108181086,LL0000016455,0
LOC108181090,LL0000016456,52
LOC108181095,LL0000016457,0
LOC108181096,LL0000016458,16
LOC108181097,LL0000016459,59
LOC108181101,LL0000016460,0
LOC108181104,LL0000016461,0
LOC108181106,LL0000016462,0
LOC108181115,LL0000016463,0
LOC108181160,LL0000016464,69
LOC108181163,LL0000016465,6
LOC108181164,LL0000016466,7
LOC108181166,LL0000016467,37
LOC108181171,LL0000016468,1
LOC108181174,LL0000016469,2
LOC108181175,LL0000016470,4
LOC108181178,LL0000016471,0
LOC108181182,LL0000016472,0
LOC108181183,LL0000016473,0
LOC108181187,LL0000016474,34
LOC108181189,LL0000016475,0
LOC108181220,LL0000016476,2
LOC108181226,LL0000016477,2
LOC108181229,LL0000016478,4
LOC108181236,LL0000016479,1
LOC108181391,LL0000016480,0
LOC108181393,LL0000016481,0
LOC108181407,LL0000016482,0
LOC108181409,LL0000016483,0
LOC108181419,LL0000016484,0
LOC108181449,LL0000016485,11
LOC108181454,LL0000016486,0
LOC108181455,LL0000016487,3
LOC108181458,LL0000016488,115
LOC108181470,LL0000016489,0
LOC108181471,LL0000016490,1
LOC108181473,LL0000016491,14
LOC108181495,LL0000016492,1
LOC108181502,LL0000016493,0
LOC108181504,LL0000016494,0
LOC108181518,LL0000016495,0
LOC108181524,LL0000016496,3
LOC108181540,LL0000016497,2
LOC108181544,LL0000016498,0
LOC108181551,LL0000016499,3
LOC108181560,LL0000016500,9
LOC108181582,LL0000016501,0
LOC108181583,LL0000016502,0
LOC108181584,LL0000016503,0
LOC108181586,LL0000016504,0
LOC108181589,LL0000016505,2
LOC108181591,LL0000016506,3
LOC108181592,LL0000016507,220
LOC108181595,LL0000016508,0
LOC108181599,LL0000016509,0
LOC108181606,LL0000016510,0
LOC108181620,LL0000016511,0
LOC108181636,LL0000016512,0
LOC108181650,LL0000016513,0
LOC108181651,LL0000016514,0
LOC108181656,LL0000016515,1
LOC108181673,LL0000016516,0
LOC108181755,LL0000016517,0
LOC108181760,LL0000016518,8
LOC108181885,LL0000016519,56
LOC108181893,LL0000016520,24
LOC108181943,LL0000016521,1
LOC108182119,LL0000016522,21
LOC108182124,LL0000016523,0
LOC108182168,LL0000016524,0
LOC108182171,LL0000016525,37
LOC108182213,LL0000016526,1
LOC108182217,LL0000016527,1
LOC108182234,LL0000016528,0
LOC108182237,LL0000016529,0
LOC108182241,LL0000016530,39
LOC108182242,LL0000016531,0
LOC108182290,LL0000016532,29
LOC108182317,LL0000016533,0
LOC108182323,LL0000016534,13
LOC108182329,LL0000016535,158
LOC108182331,LL0000016536,3
LOC108182396,LL0000016537,0
LOC108182398,LL0000016538,0
LOC108182399,LL0000016539,16
LOC108182400,LL0000016540,5
LOC108182421,LL0000016541,0
LOC108182424,LL0000016542,0
LOC108182459,LL0000016543,17
LOC108182461,LL0000016544,0
LOC108182464,LL0000016545,1
LOC108182472,LL0000016546,0
LOC108182486,LL0000016547,42
LOC108182487,LL0000016548,2
LOC108182577,LL0000016549,1
LOC108182616,LL0000016550,0
LOC108182660,LL0000016551,0
LOC108182671,LL0000016552,0
LOC108182673,LL0000016553,11
LOC108182677,LL0000016554,0
LOC108182681,LL0000016555,0
LOC108182684,LL0000016556,8
LOC108182721,LL0000016557,6
LOC108182724,LL0000016558,0
LOC108182761,LL0000016559,0
LOC108182762,LL0000016560,5
LOC108182764,LL0000016561,1
LOC108182766,LL0000016562,0
LOC108182767,LL0000016563,0
LOC108182769,LL0000016564,0
LOC108182771,LL0000016565,1
LOC108182773,LL0000016566,0
LOC108182776,LL0000016567,10
LOC108182781,LL0000016568,0
LOC108182782,LL0000016569,0
LOC108182785,LL0000016570,0
LOC108182795,LL0000016571,32
LOC108182798,LL0000016572,0
LOC108182805,LL0000016573,0
LOC108182810,LL0000016574,0
LOC108182812,LL0000016575,1
LOC108182814,LL0000016576,14
LOC108182821,LL0000016577,0
LOC108182832,LL0000016578,0
LOC108182851,LL0000016579,0
LOC108182857,LL0000016580,6
LOC108182859,LL0000016581,76
LOC108182865,LL0000016582,0
LOC108182870,LL0000016583,0
LOC108182875,LL0000016584,0
LOC108182890,LL0000016585,2
LOC108182910,LL0000016586,0
LOC108182911,LL0000016587,1
LOC108182916,LL0000016589,0
LOC108182922,LL0000016590,0
LOC108182924,LL0000016591,0
LOC108183287,LL0000016593,1
LOC108183289,LL0000016594,0
LOC108183290,LL0000016595,0
LOC108183291,LL0000016596,0
LOC108183295,LL0000016597,0
LOC108183296,LL0000016598,0
LOC108183297,LL0000016599,0
LOC108183299,LL0000016600,0
LOC108183305,LL0000016601,1
LOC108183306,LL0000016602,1
LOC108183308,LL0000016603,3
LOC108183309,LL0000016604,0
LOC108183310,LL0000016605,10
LOC108183311,LL0000016606,22
LOC108183315,LL0000016607,8
LOC108183319,LL0000016608,2
LOC108183322,LL0000016609,6
LOC108183323,LL0000016610,1
LOC108183327,LL0000016611,2
LOC108183334,LL0000016612,6
LOC108183335,LL0000016613,1
LOC108183338,LL0000016614,0
LOC108183341,LL0000016615,3
LOC108183342,LL0000016616,45
LOC108183343,LL0000016617,38
LOC108183344,LL0000016618,6
LOC108183350,LL0000016619,4
LOC108183376,LL0000016620,0
LOC108183378,LL0000016621,0
LOC108183379,LL0000016622,0
LOC108183380,LL0000016623,0
LOC108183384,LL0000016624,0
LOC108183387,LL0000016625,6
LOC108183407,LL0000016626,0
LOC108183423,LL0000016627,7
LOC108183428,LL0000016628,8
LOC108183429,LL0000016629,12
LOC108183430,LL0000016630,12
LOC108183434,LL0000016631,0
LOC108183436,LL0000016632,2
LOC108183437,LL0000016633,1
LOC108183444,LL0000016634,6
LOC108183447,LL0000016635,22
LOC108183449,LL0000016636,1
LOC108183450,LL0000016637,23
LOC108183452,LL0000016638,14
LOC108183454,LL0000016639,0
LOC108183461,LL0000016640,0
LOC108183462,LL0000016641,3
LOC108183464,LL0000016642,4
LOC108183475,LL0000016643,0
LOC108183483,LL0000016644,1
LOC108183484,LL0000016645,26
LOC108183488,LL0000016646,24
LOC108183490,LL0000016647,0
LOC108183493,LL0000016648,6
LOC108183496,LL0000016649,13
LOC108183497,LL0000016650,10
LOC108183498,LL0000016651,5
LOC108183499,LL0000016652,0
LOC108183500,LL0000016653,69
LOC108183501,LL0000016654,11
LOC108183521,LL0000016655,0
LOC108183522,LL0000016656,0
LOC108183524,LL0000016657,0
LOC108183529,LL0000016658,241
LOC108183534,LL0000016659,50
LOC108183538,LL0000016660,0
LOC108183547,LL0000016661,0
LOC108183555,LL0000016662,0
LOC108183559,LL0000016663,0
LOC108183566,LL0000016664,0
LOC108183584,LL0000016665,0
LOC108183587,LL0000016666,0
LOC108183588,LL0000016667,20
LOC108183591,LL0000016668,0
LOC108183593,LL0000016669,0
LOC108183594,LL0000016670,1
LOC108183595,LL0000016671,0
LOC108183596,LL0000016672,0
LOC108183598,LL0000016673,0
LOC108183599,LL0000016674,0
LOC108183600,LL0000016675,1
LOC108183601,LL0000016676,0
LOC108183607,LL0000016677,0
LOC108183612,LL0000016678,5
LOC108183614,LL0000016679,8
LOC108183618,LL0000016680,0
LOC108183629,LL0000016681,10
LOC108183630,LL0000016682,0
LOC108183631,LL0000016683,1
LOC108183639,LL0000016684,7
LOC108183642,LL0000016685,0
LOC108183646,LL0000016686,0
LOC108183648,LL0000016687,0
LOC108183650,LL0000016688,0
LOC108183656,LL0000016689,0
LOC108183657,LL0000016690,0
LOC108183658,LL0000016691,0
LOC108183667,LL0000016692,0
LOC108183671,LL0000016693,67
LOC108183672,LL0000016694,46
LOC108183673,LL0000016695,2
LOC108183674,LL0000016696,123
LOC108183675,LL0000016697,0
LOC108183677,LL0000016698,0
LOC108183679,LL0000016699,4
LOC108183681,LL0000016700,7
LOC108183683,LL0000016701,0
LOC108183684,LL0000016702,0
LOC108183685,LL0000016703,2
LOC108183686,LL0000016704,0
LOC108183688,LL0000016705,0
LOC108183690,LL0000016706,0
LOC108183691,LL0000016707,0
LOC108183700,LL0000016708,1
LOC108183703,LL0000016709,9
LOC108183707,LL0000016710,5
LOC108183709,LL0000016711,33
LOC108183714,LL0000016712,12
LOC108183720,LL0000016713,1
LOC108183721,LL0000016714,0
LOC108183728,LL0000016716,74
LOC108183743,LL0000016717,2
LOC108183749,LL0000016718,0
LOC108183754,LL0000016719,2
LOC108183756,LL0000016720,1
LOC108183757,LL0000016721,0
LOC108183778,LL0000016722,5
LOC108183784,LL0000016723,0
LOC108183785,LL0000016724,0
LOC108183795,LL0000016725,0
LOC108183798,LL0000016726,0
LOC108183801,LL0000016727,10
LOC108183814,LL0000016728,0
LOC108183818,LL0000016729,0
LOC108183825,LL0000016730,0
LOC108183828,LL0000016731,0
LOC108183843,LL0000016732,0
LOC108183847,LL0000016733,16
LOC108183854,LL0000016734,0
LOC108183855,LL0000016735,3
LOC108183875,LL0000016736,0
LOC108183877,LL0000016737,0
LOC108183878,LL0000016738,0
LOC108183898,LL0000016739,0
LOC108183900,LL0000016740,162
LOC108183902,LL0000016741,1
LOC108183903,LL0000016742,22
LOC108183912,LL0000016743,0
LOC108183918,LL0000016744,0
LOC108183921,LL0000016745,28
LOC108183922,LL0000016746,0
LOC108183923,LL0000016747,6
LOC108183925,LL0000016748,79
LOC108183926,LL0000016749,7
LOC108183927,LL0000016750,1
LOC108183928,LL0000016751,8
LOC108183929,LL0000016752,7
LOC108183930,LL0000016753,18
LOC108183933,LL0000016754,1
LOC108183935,LL0000016755,2
LOC108183949,LL0000016756,1
LOC108183954,LL0000016757,3
LOC108183960,LL0000016758,7
LOC108183991,LL0000016759,0
LOC108184001,LL0000016760,0
LOC108184002,LL0000016761,0
LOC108184005,LL0000016762,21
LOC108184007,LL0000016763,9
LOC108184008,LL0000016764,45
LOC108184009,LL0000016765,0
LOC108184011,LL0000016766,8
LOC108184012,LL0000016767,11
LOC108184018,LL0000016768,0
LOC108184019,LL0000016769,0
LOC108184022,LL0000016770,0
LOC108184024,LL0000016771,0
LOC108184028,LL0000016772,7
LOC108184031,LL0000016773,0
LOC108184035,LL0000016774,0
LOC108184043,LL0000016775,0
LOC108184048,LL0000016776,0
LOC108184060,LL0000016777,115
LOC108184061,LL0000016778,1
LOC108184066,LL0000016779,0
LOC108184067,LL0000016780,0
LOC108184069,LL0000016781,0
LOC108184071,LL0000016782,0
LOC108184853,LL0000016783,0
LOC108185170,LL0000016784,26
LOC108186185,LL0000016785,0
LOC108186582,LL0000016786,0
LOC108186899,LL0000016787,1
LOC108187081,LL0000016788,13
LOC108187164,LL0000016789,6
LOC108189376,LL0000016790,0
LOC108189470,LL0000016791,0
LOC108190005,LL0000016792,0
LOC108190012,LL0000016793,0
LOC108190014,LL0000016794,0
LOC108190024,LL0000016795,20
LOC108190033,LL0000016796,1
LOC108190036,LL0000016797,4
LOC108190047,LL0000016798,0
LOC108190050,LL0000016799,0
LOC108190056,LL0000016800,176
LOC108190058,LL0000016801,6
LOC108190059,LL0000016802,0
LOC108190061,LL0000016803,0
LOC108190067,LL0000016804,0
LOC108190082,LL0000016805,0
LOC108190098,LL0000016806,0
LOC108190106,LL0000016807,0
LOC108190109,LL0000016808,0
LOC108190117,LL0000016809,9
LOC108190132,LL0000016810,0
LOC108190134,LL0000016811,1
LOC108190163,LL0000016812,0
LOC108190166,LL0000016813,0
LOC108190180,LL0000016814,0
LOC108190346,LL0000016815,37
LOC108190353,LL0000016816,0
LOC108190354,LL0000016817,0
LOC108190355,LL0000016818,0
LOC108190362,LL0000016819,1
LOC108190371,LL0000016820,0
LOC108190380,LL0000016821,0
LOC108190381,LL0000016822,0
LOC108190395,LL0000016823,0
LOC108190396,LL0000016824,0
LOC108190423,LL0000016825,0
LOC108190441,LL0000016826,0
LOC108190446,LL0000016827,0
LOC108190450,LL0000016829,0
LOC108190452,LL0000016830,1
LOC108190486,LL0000016831,0
LOC108190497,LL0000016832,0
LOC108190563,LL0000016834,0
LOC108190564,LL0000016835,0
LOC108190565,LL0000016836,0
LOC108190589,LL0000016837,28
LOC108190590,LL0000016838,220
LOC108190593,LL0000016839,15
LOC108190601,LL0000016840,1
LOC108190604,LL0000016841,0
LOC108190613,LL0000016842,3
LOC108190616,LL0000016843,0
LOC108190625,LL0000016844,0
LOC108190653,LL0000016845,0
LOC108190667,LL0000016846,0
LOC108190674,LL0000016847,2
LOC108190676,LL0000016848,4
LOC108190690,LL0000016849,0
LOC108190693,LL0000016850,0
LOC108190696,LL0000016851,0
LOC108190697,LL0000016852,0
LOC108190702,LL0000016853,301
LOC108190717,LL0000016854,508
LOC108190720,LL0000016855,0
LOC108190726,LL0000016856,15
LOC108190731,LL0000016857,143
LOC108190733,LL0000016858,1
LOC108190743,LL0000016859,0
LOC108190752,LL0000016860,0
LOC108190753,LL0000016861,0
LOC108190755,LL0000016862,0
LOC108190761,LL0000016863,13
LOC108190762,LL0000016864,0
LOC108190763,LL0000016865,19
LOC108190765,LL0000016866,0
LOC108190781,LL0000016867,0
LOC108190785,LL0000016868,45
LOC108190811,LL0000016869,0
LOC108190816,LL0000016870,0
LOC108190819,LL0000016871,0
LOC108190923,LL0000016872,8
LOC108190928,LL0000016873,0
LOC108190947,LL0000016874,0
LOC108190948,LL0000016875,1
LOC108190949,LL0000016876,0
LOC108190957,LL0000016877,0
LOC108190964,LL0000016878,0
LOC108190972,LL0000016879,0
LOC108190980,LL0000016880,0
LOC108190994,LL0000016881,21
LOC108191020,LL0000016882,0
LOC108191042,LL0000016883,11
LOC108191313,LL0000016884,19
LOC108191314,LL0000016885,5
LOC108191315,LL0000016886,0
LOC108191316,LL0000016887,75
LOC108191324,LL0000016888,5
LOC108191338,LL0000016889,48
LOC108191349,LL0000016890,9
LOC108191351,LL0000016891,0
LOC108191357,LL0000016892,0
LOC108191363,LL0000016893,0
LOC108191375,LL0000016894,0
LOC108191465,LL0000016895,1
LOC108191469,LL0000016896,0
LOC108191476,LL0000016897,2
LOC108191478,LL0000016898,1
LOC108191486,LL0000016899,120
LOC108191505,LL0000016900,1
LOC108191529,LL0000016901,49
LOC108191530,LL0000016902,2
LOC108191531,LL0000016903,1
LOC108191533,LL0000016904,2
LOC108191536,LL0000016905,59
LOC108191541,LL0000016906,0
LOC108191543,LL0000016907,0
LOC108191548,LL0000016908,0
LOC108191592,LL0000016909,0
LOC108191602,LL0000016910,0
LOC108191611,LL0000016911,0
LOC108191614,LL0000016912,262
LOC108191631,LL0000016913,0
LOC108191637,LL0000016914,89
LOC108191638,LL0000016915,5
LOC108191643,LL0000016916,892
LOC108191661,LL0000016917,0
LOC108191666,LL0000016918,0
LOC108191668,LL0000016919,0
LOC108191691,LL0000016920,7
LOC108191695,LL0000016921,1
LOC108191706,LL0000016923,10
LOC108191709,LL0000016924,0
LOC108191717,LL0000016925,2
LOC108191721,LL0000016926,24
LOC108191726,LL0000016927,0
LOC108191746,LL0000016928,2
LOC108191752,LL0000016929,2
LOC108191766,LL0000016930,1
LOC108191771,LL0000016931,6
LOC108191775,LL0000016932,0
LOC108191777,LL0000016933,0
LOC108191778,LL0000016934,3
LOC108191783,LL0000016935,1
LOC108191789,LL0000016936,0
LOC108191791,LL0000016937,0
LOC108191800,LL0000016938,16
LOC108191933,LL0000016939,0
LOC108191949,LL0000016940,60
LOC108191951,LL0000016941,1
LOC108191961,LL0000016942,0
LOC108191969,LL0000016943,1
LOC108191970,LL0000016944,2
LOC108191973,LL0000016945,0
LOC108191976,LL0000016946,0
LOC108192008,LL0000016947,0
LOC108192014,LL0000016948,0
LOC108192020,LL0000016949,1
LOC108192029,LL0000016950,0
LOC108192030,LL0000016951,0
LOC108192077,LL0000016952,21
LOC108192079,LL0000016953,87
LOC108192080,LL0000016954,19
LOC108192083,LL0000016955,2
LOC108192084,LL0000016956,6
LOC108192085,LL0000016957,2
LOC108192086,LL0000016958,0
LOC108192131,LL0000016959,0
LOC108192140,LL0000016960,28
LOC108192148,LL0000016961,0
LOC108192156,LL0000016962,0
LOC108192157,LL0000016963,0
LOC108192163,LL0000016964,1
LOC108192181,LL0000016965,0
LOC110437702,LL0000016966,0
LOC110437705,LL0000016967,0
LOC110437706,LL0000016968,0
LOC110437707,LL0000016969,0
LOC110437709,LL0000016970,344
LOC110437710,LL0000016971,0
LOC110437711,LL0000016972,14
LOC110437713,LL0000016973,60
LOC110437714,LL0000016974,186
LOC110437715,LL0000016975,39
LOC110437717,LL0000016976,5
LOC110437722,LL0000016977,21
LOC110437723,LL0000016978,0
LOC110437725,LL0000016979,14
LOC110437726,LL0000016980,24
LOC110437727,LL0000016981,2
LOC110437732,LL0000016982,0
LOC110437733,LL0000016983,2
LOC110437735,LL0000016984,3
LOC110437736,LL0000016985,6
LOC110437746,LL0000016987,86
LOC110437748,LL0000016988,0
LOC110437749,LL0000016989,0
LOC110437750,LL0000016990,0
LOC110437755,LL0000016991,2
LOC110437758,LL0000016992,925
LOC110437760,LL0000016993,47
LOC110437761,LL0000016994,0
LOC110437763,LL0000016995,1
LOC110437765,LL0000016996,789
LOC110437766,LL0000016997,0
LOC110437767,LL0000016998,2
LOC110437768,LL0000016999,13
LOC110437769,LL0000017000,0
LOC110437771,LL0000017001,100
LOC110437773,LL0000017002,168
LOC110437774,LL0000017003,16
LOC110437776,LL0000017004,9
LOC110437777,LL0000017005,90
LOC110437779,LL0000017006,0
LOC110437781,LL0000017007,0
LOC110437782,LL0000017008,491
LOC110437784,LL0000017009,46
LOC110437785,LL0000017010,3
LOC110437787,LL0000017011,32
LOC110437788,LL0000017012,0
LOC110437790,LL0000017013,0
LOC110437791,LL0000017014,0
LOC110437792,LL0000017015,113
LOC110437795,LL0000017016,69
LOC110437800,LL0000017017,1
LOC110437801,LL0000017018,0
LOC110437802,LL0000017019,8
LOC110437803,LL0000017020,12
LOC110437806,LL0000017021,5
LOC110437807,LL0000017022,2
LOC110437810,LL0000017023,39
LOC110437813,LL0000017024,1
LOC110437814,LL0000017025,0
LOC110437817,LL0000017026,1
LOC110437818,LL0000017027,0
LOC110437820,LL0000017028,0
LOC110437821,LL0000017029,0
LOC110437823,LL0000017030,0
LOC110437824,LL0000017031,1
LOC110437825,LL0000017032,3
LOC110437827,LL0000017033,3
LOC110437828,LL0000017034,0
LOC110437829,LL0000017035,1
LOC110437830,LL0000017036,14
LOC110437832,LL0000017037,71
LOC110437833,LL0000017038,0
LOC110437834,LL0000017039,26
LOC110437835,LL0000017040,11
LOC110437837,LL0000017041,0
LOC110437839,LL0000017042,59
LOC110437840,LL0000017043,11
LOC110437841,LL0000017044,36
LOC110437842,LL0000017045,6
LOC110437844,LL0000017046,42
LOC110437845,LL0000017047,0
LOC110437846,LL0000017048,1
LOC110437849,LL0000017049,6
LOC110437856,LL0000017050,3
LOC110437857,LL0000017051,133
LOC110437877,LL0000017052,0
LOC110437879,LL0000017053,8
LOC110437880,LL0000017054,64
LOC110437883,LL0000017055,0
LOC110437885,LL0000017056,2
LOC110437886,LL0000017057,0
LOC110437888,LL0000017058,41
LOC110437891,LL0000017059,6
LOC110437894,LL0000017060,0
LOC110437895,LL0000017061,0
LOC110437896,LL0000017062,0
LOC110437897,LL0000017063,0
LOC110437899,LL0000017064,0
LOC110437908,LL0000017065,1
LOC110437909,LL0000017066,5
LOC110437912,LL0000017067,0
LOC110437915,LL0000017068,0
LOC110437919,LL0000017069,0
LOC110437920,LL0000017070,0
LOC110437921,LL0000017071,0
LOC110437922,LL0000017072,4
LOC110437924,LL0000017073,6
LOC110437926,LL0000017074,2
LOC110437928,LL0000017075,0
LOC110437929,LL0000017076,0
LOC110437930,LL0000017077,0
LOC110437931,LL0000017078,102
LOC110437933,LL0000017079,0
LOC110437934,LL0000017080,0
LOC110437935,LL0000017081,0
LOC110437936,LL0000017082,0
LOC110437937,LL0000017083,19
LOC110437938,LL0000017084,7
LOC110437940,LL0000017085,0
LOC110437941,LL0000017086,0
LOC110437942,LL0000017087,5
LOC110437943,LL0000017088,23
LOC110437944,LL0000017089,0
LOC110437945,LL0000017090,0
LOC110437946,LL0000017091,0
LOC110437948,LL0000017092,1
LOC110437949,LL0000017093,0
LOC110437953,LL0000017094,236
LOC110437954,LL0000017095,0
LOC110437959,LL0000017096,0
LOC110437961,LL0000017097,8
LOC110437963,LL0000017098,0
LOC110437964,LL0000017099,0
LOC110437965,LL0000017100,3
LOC110437966,LL0000017101,1
LOC110437967,LL0000017102,1
LOC110437969,LL0000017103,0
LOC110437970,LL0000017104,0
LOC110437971,LL0000017105,0
LOC110437974,LL0000017106,1
LOC110437978,LL0000017107,0
LOC110437979,LL0000017108,0
LOC110437982,LL0000017109,69
LOC110437984,LL0000017110,26
LOC110437985,LL0000017111,1
LOC110437988,LL0000017112,17
LOC110437989,LL0000017113,1
LOC110437991,LL0000017114,0
LOC110437992,LL0000017115,1
LOC110437994,LL0000017116,13
LOC110437996,LL0000017117,0
LOC110437999,LL0000017118,1
LOC110438000,LL0000017119,1
LOC110438002,LL0000017120,0
LOC110438004,LL0000017121,7
LOC110438005,LL0000017122,0
LOC110438006,LL0000017123,0
LOC110438007,LL0000017124,0
LOC110438008,LL0000017125,3
LOC110438009,LL0000017126,4
LOC110438010,LL0000017127,0
LOC110438012,LL0000017128,0
LOC110438013,LL0000017129,0
LOC110438014,LL0000017130,0
LOC110438016,LL0000017131,2
LOC110438017,LL0000017132,0
LOC110438018,LL0000017133,0
LOC110438019,LL0000017134,0
LOC110438020,LL0000017135,2
LOC110438024,LL0000017136,4
LOC110438027,LL0000017138,7
LOC110438029,LL0000017139,0
LOC110438030,LL0000017140,0
LOC110438031,LL0000017141,0
LOC110438035,LL0000017142,0
LOC110438039,LL0000017143,0
LOC110438040,LL0000017144,1317
LOC110438044,LL0000017145,0
LOC110438045,LL0000017146,6
LOC110438046,LL0000017147,6
LOC110438047,LL0000017148,26
LOC110438048,LL0000017149,62
LOC110438049,LL0000017150,0
LOC110438051,LL0000017151,0
LOC110438054,LL0000017152,0
LOC110438055,LL0000017153,8
LOC110438056,LL0000017154,0
